# Opmerking: door stationsverplaatsingen en veranderingen in waarneemmethodieken zijn deze tijdreeksen van uurwaarden mogelijk inhomogeen! Dat betekent dat deze reeks van gemeten waarden niet geschikt is voor trendanalyse. Voor studies naar klimaatverandering verwijzen we naar de gehomogeniseerde dagreeksen <http://www.knmi.nl/nederland-nu/klimatologie/daggegevens> of de Centraal Nederland Temperatuur <http://www.knmi.nl/kennis-en-datacentrum/achtergrond/centraal-nederland-temperatuur-cnt>.
# 
# SOURCE: ROYAL NETHERLANDS METEOROLOGICAL INSTITUTE (KNMI)
"# Comment: These time series are inhomogeneous because of station relocations and changes in observation techniques. As a result, these series are not suitable for trend analysis. For climate change studies we refer to the homogenized series of daily data <http://www.knmi.nl/nederland-nu/klimatologie/daggegevens> or the Central Netherlands Temperature <http://www.knmi.nl/kennis-en-datacentrum/achtergrond/centraal-nederland-temperatuur-cnt>."
# 
# STN         LON(east)   LAT(north)  ALT(m)      NAME
# 240         4.790       52.318      -3.30       Schiphol    
# FF        : Windsnelheid (in 0.1 m/s) gemiddeld over de laatste 10 minuten van het afgelopen uur / Mean wind speed (in 0.1 m/s) during the 10-minute period preceding the time of observation
# Q         : Globale straling (in J/cm2) per uurvak / Global radiation (in J/cm2) during the hourly division
# STN,YYYYMMDD,H,   FF,    Q
  240,20210307,    2,   10,    0
  240,20210307,    3,   10,    0
  240,20210307,    4,    0,    0
  240,20210307,    5,   10,    0
  240,20210307,    6,   10,    0
  240,20210307,    7,    0,    2
  240,20210307,    8,   20,   10
  240,20210307,    9,   10,   25
  240,20210307,   10,   10,   37
  240,20210307,   11,   30,   33
  240,20210307,   12,   20,   43
  240,20210307,   13,   40,   44
  240,20210307,   14,   50,   59
  240,20210307,   15,   40,   76
  240,20210307,   16,   40,   30
  240,20210307,   17,   40,   14
  240,20210307,   18,   30,    2
  240,20210307,   19,   30,    0
  240,20210307,   20,   20,    0
  240,20210307,   21,   20,    0
  240,20210307,   22,   10,    0
  240,20210307,   23,   30,    0
  240,20210307,   24,   20,    0
  240,20210308,    1,   20,    0
  240,20210308,    2,   30,    0
  240,20210308,    3,   20,    0
  240,20210308,    4,   20,    0
  240,20210308,    5,   30,    0
  240,20210308,    6,   20,    0
  240,20210308,    7,   20,    4
  240,20210308,    8,   20,   25
  240,20210308,    9,   20,   67
  240,20210308,   10,   20,  105
  240,20210308,   11,   40,  129
  240,20210308,   12,   50,  127
  240,20210308,   13,   50,  102
  240,20210308,   14,   60,  108
  240,20210308,   15,   60,   67
  240,20210308,   16,   60,   29
  240,20210308,   17,   60,    9
  240,20210308,   18,   50,    1
  240,20210308,   19,   50,    0
  240,20210308,   20,   50,    0
  240,20210308,   21,   50,    0
  240,20210308,   22,   50,    0
  240,20210308,   23,   60,    0
  240,20210308,   24,   60,    0
  240,20210309,    1,   60,    0
  240,20210309,    2,   60,    0
  240,20210309,    3,   60,    0
  240,20210309,    4,   50,    0
  240,20210309,    5,   60,    0
  240,20210309,    6,   40,    0
  240,20210309,    7,   40,    3
  240,20210309,    8,   50,   24
  240,20210309,    9,   60,   47
  240,20210309,   10,   70,   30
  240,20210309,   11,   50,   84
  240,20210309,   12,   50,   26
  240,20210309,   13,   60,   42
  240,20210309,   14,   50,   48
  240,20210309,   15,   40,   39
  240,20210309,   16,   50,   21
  240,20210309,   17,   40,   14
  240,20210309,   18,   20,    1
  240,20210309,   19,   30,    0
  240,20210309,   20,   20,    0
  240,20210309,   21,   10,    0
  240,20210309,   22,   10,    0
  240,20210309,   23,   10,    0
  240,20210309,   24,   10,    0
  240,20210310,    1,   20,    0
  240,20210310,    2,   20,    0
  240,20210310,    3,   30,    0
  240,20210310,    4,   30,    0
  240,20210310,    5,   40,    0
  240,20210310,    6,   40,    0
  240,20210310,    7,   50,    3
  240,20210310,    8,   50,   13
  240,20210310,    9,   60,   22
  240,20210310,   10,   70,   46
  240,20210310,   11,   70,   58
  240,20210310,   12,   90,   72
  240,20210310,   13,   70,   62
  240,20210310,   14,  100,   40
  240,20210310,   15,  110,   24
  240,20210310,   16,  100,   14
  240,20210310,   17,  100,    8
  240,20210310,   18,  100,    1
  240,20210310,   19,  120,    0
  240,20210310,   20,  120,    0
  240,20210310,   21,  120,    0
  240,20210310,   22,  110,    0
  240,20210310,   23,  120,    0
  240,20210310,   24,  120,    0
  240,20210311,    1,  120,    0
  240,20210311,    2,  110,    0
  240,20210311,    3,  130,    0
  240,20210311,    4,  110,    0
  240,20210311,    5,  110,    0
  240,20210311,    6,  140,    0
  240,20210311,    7,  180,    5
  240,20210311,    8,  160,   32
  240,20210311,    9,  210,   76
  240,20210311,   10,  210,   57
  240,20210311,   11,  190,   64
  240,20210311,   12,  170,   60
  240,20210311,   13,  150,  119
  240,20210311,   14,  120,   76
  240,20210311,   15,  120,   85
  240,20210311,   16,  110,   53
  240,20210311,   17,   90,   16
  240,20210311,   18,  120,    3
  240,20210311,   19,  100,    0
  240,20210311,   20,  110,    0
  240,20210311,   21,  100,    0
  240,20210311,   22,  100,    0
  240,20210311,   23,  100,    0
  240,20210311,   24,  110,    0
  240,20210312,    1,  100,    0
  240,20210312,    2,   90,    0
  240,20210312,    3,   90,    0
  240,20210312,    4,   80,    0
  240,20210312,    5,   80,    0
  240,20210312,    6,   70,    0
  240,20210312,    7,   80,    9
  240,20210312,    8,   80,   55
  240,20210312,    9,  100,   80
  240,20210312,   10,  100,   45
  240,20210312,   11,  100,   76
  240,20210312,   12,  110,   57
  240,20210312,   13,  160,   36
  240,20210312,   14,  110,   10
  240,20210312,   15,  120,   54
  240,20210312,   16,  110,   66
  240,20210312,   17,  110,   25
  240,20210312,   18,   90,    6
  240,20210312,   19,   90,    0
  240,20210312,   20,   90,    0
  240,20210312,   21,   90,    0
  240,20210312,   22,   80,    0
  240,20210312,   23,   70,    0
  240,20210312,   24,   80,    0
  240,20210313,    1,   90,    0
  240,20210313,    2,   90,    0
  240,20210313,    3,  100,    0
  240,20210313,    4,  110,    0
  240,20210313,    5,  130,    0
  240,20210313,    6,  110,    0
  240,20210313,    7,  130,    4
  240,20210313,    8,  130,   25
  240,20210313,    9,  120,   41
  240,20210313,   10,  130,   74
  240,20210313,   11,  140,   82
  240,20210313,   12,  130,  150
  240,20210313,   13,  150,  120
  240,20210313,   14,  140,   63
  240,20210313,   15,  170,   61
  240,20210313,   16,  120,   19
  240,20210313,   17,  120,   18
  240,20210313,   18,  100,    3
  240,20210313,   19,   90,    0
  240,20210313,   20,   80,    0
  240,20210313,   21,   80,    0
  240,20210313,   22,   80,    0
  240,20210313,   23,   70,    0
  240,20210313,   24,   70,    0
  240,20210314,    1,   80,    0
  240,20210314,    2,   80,    0
  240,20210314,    3,   70,    0
  240,20210314,    4,   60,    0
  240,20210314,    5,   60,    0
  240,20210314,    6,   60,    0
  240,20210314,    7,   50,   10
  240,20210314,    8,   60,   22
  240,20210314,    9,   70,   48
  240,20210314,   10,   80,   82
  240,20210314,   11,   90,   91
  240,20210314,   12,   80,   89
  240,20210314,   13,   90,   75
  240,20210314,   14,   70,   96
  240,20210314,   15,  100,   99
  240,20210314,   16,   70,   66
  240,20210314,   17,   70,   28
  240,20210314,   18,   60,    4
  240,20210314,   19,   60,    0
  240,20210314,   20,   70,    0
  240,20210314,   21,   80,    0
  240,20210314,   22,   50,    0
  240,20210314,   23,   70,    0
  240,20210314,   24,   50,    0
  240,20210315,    1,   50,    0
  240,20210315,    2,   40,    0
  240,20210315,    3,   50,    0
  240,20210315,    4,   50,    0
  240,20210315,    5,   40,    0
  240,20210315,    6,   50,    0
  240,20210315,    7,   70,   16
  240,20210315,    8,   70,   45
  240,20210315,    9,   80,   55
  240,20210315,   10,   90,   67
  240,20210315,   11,  100,  100
  240,20210315,   12,  110,   90
  240,20210315,   13,  110,   75
  240,20210315,   14,  100,   61
  240,20210315,   15,  110,   51
  240,20210315,   16,   90,   42
  240,20210315,   17,   90,   18
  240,20210315,   18,   90,    3
  240,20210315,   19,   80,    0
  240,20210315,   20,   70,    0
  240,20210315,   21,   70,    0
  240,20210315,   22,   60,    0
  240,20210315,   23,   60,    0
  240,20210315,   24,   50,    0
  240,20210316,    1,   50,    0
  240,20210316,    2,   50,    0
  240,20210316,    3,   40,    0
  240,20210316,    4,   40,    0
  240,20210316,    5,   50,    0
  240,20210316,    6,   40,    0
  240,20210316,    7,   40,    8
  240,20210316,    8,   40,   15
  240,20210316,    9,   20,   25
  240,20210316,   10,   50,   52
  240,20210316,   11,   40,   40
  240,20210316,   12,   60,   71
  240,20210316,   13,   50,   87
  240,20210316,   14,   30,   62
  240,20210316,   15,   40,   39
  240,20210316,   16,   30,   26
  240,20210316,   17,   30,   13
  240,20210316,   18,   20,    4
  240,20210316,   19,   20,    0
  240,20210316,   20,    0,    0
  240,20210316,   21,   10,    0
  240,20210316,   22,   20,    0
  240,20210316,   23,   20,    0
  240,20210316,   24,   30,    0
  240,20210317,    1,   30,    0
  240,20210317,    2,   30,    0
  240,20210317,    3,   30,    0
  240,20210317,    4,   40,    0
  240,20210317,    5,   50,    0
  240,20210317,    6,   40,    1
  240,20210317,    7,   60,    6
  240,20210317,    8,   60,   30
  240,20210317,    9,   60,   47
  240,20210317,   10,   50,   60
  240,20210317,   11,   60,   87
  240,20210317,   12,   50,   73
  240,20210317,   13,   50,   76
  240,20210317,   14,   50,   55
  240,20210317,   15,   60,   45
  240,20210317,   16,   60,   30
  240,20210317,   17,   60,   18
  240,20210317,   18,   30,    4
  240,20210317,   19,   40,    0
  240,20210317,   20,   50,    0
  240,20210317,   21,   40,    0
  240,20210317,   22,   20,    0
  240,20210317,   23,   10,    0
  240,20210317,   24,   20,    0
  240,20210318,    1,   10,    0
  240,20210318,    2,   10,    0
  240,20210318,    3,   10,    0
  240,20210318,    4,    0,    0
  240,20210318,    5,   10,    0
  240,20210318,    6,   10,    0
  240,20210318,    7,   10,    6
  240,20210318,    8,   30,   22
  240,20210318,    9,   30,   40
  240,20210318,   10,   10,   52
  240,20210318,   11,   20,   78
  240,20210318,   12,   40,   65
  240,20210318,   13,   50,   63
  240,20210318,   14,   30,   66
  240,20210318,   15,   50,   96
  240,20210318,   16,   70,  109
  240,20210318,   17,   60,   29
  240,20210318,   18,   60,    4
  240,20210318,   19,   40,    0
  240,20210318,   20,   50,    0
  240,20210318,   21,   50,    0
  240,20210318,   22,   50,    0
  240,20210318,   23,   60,    0
  240,20210318,   24,   40,    0
  240,20210319,    1,   40,    0
  240,20210319,    2,   40,    0
  240,20210319,    3,   30,    0
  240,20210319,    4,   20,    0
  240,20210319,    5,   20,    0
  240,20210319,    6,   20,    1
  240,20210319,    7,   30,   25
  240,20210319,    8,   50,   75
  240,20210319,    9,   60,  129
  240,20210319,   10,   60,  158
  240,20210319,   11,   60,  180
  240,20210319,   12,   60,  226
  240,20210319,   13,   60,  217
  240,20210319,   14,   60,  206
  240,20210319,   15,   60,  127
  240,20210319,   16,   60,   97
  240,20210319,   17,   50,   64
  240,20210319,   18,   50,   14
  240,20210319,   19,   50,    0
  240,20210319,   20,   40,    0
  240,20210319,   21,   50,    0
  240,20210319,   22,   40,    0
  240,20210319,   23,   30,    0
  240,20210319,   24,   30,    0
  240,20210320,    1,   20,    0
  240,20210320,    2,   20,    0
  240,20210320,    3,    0,    0
  240,20210320,    4,   20,    0
  240,20210320,    5,   10,    0
  240,20210320,    6,   10,    1
  240,20210320,    7,    0,   15
  240,20210320,    8,   10,   49
  240,20210320,    9,   30,  114
  240,20210320,   10,   20,  120
  240,20210320,   11,   40,  179
  240,20210320,   12,   50,  183
  240,20210320,   13,   50,  140
  240,20210320,   14,   50,   66
  240,20210320,   15,   50,   57
  240,20210320,   16,   50,   27
  240,20210320,   17,   50,   12
  240,20210320,   18,   50,    4
  240,20210320,   19,   50,    0
  240,20210320,   20,   30,    0
  240,20210320,   21,   40,    0
  240,20210320,   22,   40,    0
  240,20210320,   23,   40,    0
  240,20210320,   24,   40,    0
  240,20210321,    1,   30,    0
  240,20210321,    2,   40,    0
  240,20210321,    3,   40,    0
  240,20210321,    4,   60,    0
  240,20210321,    5,   40,    0
  240,20210321,    6,   50,    1
  240,20210321,    7,   60,   11
  240,20210321,    8,   70,   25
  240,20210321,    9,   70,   47
  240,20210321,   10,   70,   66
  240,20210321,   11,   70,   88
  240,20210321,   12,   80,   92
  240,20210321,   13,   80,   94
  240,20210321,   14,   80,   65
  240,20210321,   15,   60,   65
  240,20210321,   16,   70,   44
  240,20210321,   17,   60,   23
  240,20210321,   18,   60,    7
  240,20210321,   19,   40,    0
  240,20210321,   20,   40,    0
  240,20210321,   21,   50,    0
  240,20210321,   22,   40,    0
  240,20210321,   23,   40,    0
  240,20210321,   24,   50,    0
  240,20210322,    1,   30,    0
  240,20210322,    2,   30,    0
  240,20210322,    3,   30,    0
  240,20210322,    4,   30,    0
  240,20210322,    5,   20,    0
  240,20210322,    6,   20,    0
  240,20210322,    7,   20,    9
  240,20210322,    8,   40,   54
  240,20210322,    9,   40,   77
  240,20210322,   10,   40,   92
  240,20210322,   11,   40,   90
  240,20210322,   12,   30,   43
  240,20210322,   13,   40,   44
  240,20210322,   14,   40,   68
  240,20210322,   15,   20,   91
  240,20210322,   16,   40,   87
  240,20210322,   17,   30,   36
  240,20210322,   18,   30,   15
  240,20210322,   19,   20,    0
  240,20210322,   20,   10,    0
  240,20210322,   21,   10,    0
  240,20210322,   22,   10,    0
  240,20210322,   23,   10,    0
  240,20210322,   24,   10,    0
  240,20210323,    1,   20,    0
  240,20210323,    2,   20,    0
  240,20210323,    3,   10,    0
  240,20210323,    4,   20,    0
  240,20210323,    5,   20,    0
  240,20210323,    6,   30,    1
  240,20210323,    7,   20,    7
  240,20210323,    8,   20,   21
  240,20210323,    9,   40,   46
  240,20210323,   10,   50,  105
  240,20210323,   11,   60,  117
  240,20210323,   12,   70,  150
  240,20210323,   13,   70,  196
  240,20210323,   14,   70,   65
  240,20210323,   15,   60,   48
  240,20210323,   16,   50,   87
  240,20210323,   17,   50,   50
  240,20210323,   18,   50,   11
  240,20210323,   19,   30,    0
  240,20210323,   20,   40,    0
  240,20210323,   21,   40,    0
  240,20210323,   22,   40,    0
  240,20210323,   23,   40,    0
  240,20210323,   24,   40,    0
  240,20210324,    1,   30,    0
  240,20210324,    2,   40,    0
  240,20210324,    3,   30,    0
  240,20210324,    4,   30,    0
  240,20210324,    5,   30,    0
  240,20210324,    6,   40,    2
  240,20210324,    7,   40,   33
  240,20210324,    8,   40,   83
  240,20210324,    9,   40,  135
  240,20210324,   10,   50,  173
  240,20210324,   11,   60,  208
  240,20210324,   12,   60,  224
  240,20210324,   13,   70,  202
  240,20210324,   14,   70,  159
  240,20210324,   15,   70,  154
  240,20210324,   16,   60,  111
  240,20210324,   17,   50,   54
  240,20210324,   18,   30,   10
  240,20210324,   19,   30,    0
  240,20210324,   20,   30,    0
  240,20210324,   21,   30,    0
  240,20210324,   22,   20,    0
  240,20210324,   23,   10,    0
  240,20210324,   24,   20,    0
  240,20210325,    1,   20,    0
  240,20210325,    2,   20,    0
  240,20210325,    3,   30,    0
  240,20210325,    4,   20,    0
  240,20210325,    5,   30,    0
  240,20210325,    6,   20,    2
  240,20210325,    7,   30,   17
  240,20210325,    8,   40,   58
  240,20210325,    9,   40,   33
  240,20210325,   10,   30,   33
  240,20210325,   11,   60,   37
  240,20210325,   12,   50,   74
  240,20210325,   13,   80,  202
  240,20210325,   14,   80,  213
  240,20210325,   15,   80,  180
  240,20210325,   16,   80,  130
  240,20210325,   17,   90,   73
  240,20210325,   18,   50,   19
  240,20210325,   19,   40,    0
  240,20210325,   20,   40,    0
  240,20210325,   21,   40,    0
  240,20210325,   22,   40,    0
  240,20210325,   23,   40,    0
  240,20210325,   24,   40,    0
  240,20210326,    1,   40,    0
  240,20210326,    2,   60,    0
  240,20210326,    3,   50,    0
  240,20210326,    4,   50,    0
  240,20210326,    5,   60,    0
  240,20210326,    6,   40,    1
  240,20210326,    7,   50,   15
  240,20210326,    8,   60,   60
  240,20210326,    9,   70,  131
  240,20210326,   10,   90,  182
  240,20210326,   11,  100,  159
  240,20210326,   12,  100,  216
  240,20210326,   13,  110,  148
  240,20210326,   14,   90,   81
  240,20210326,   15,   90,   66
  240,20210326,   16,   90,   62
  240,20210326,   17,   80,   35
  240,20210326,   18,   70,    7
  240,20210326,   19,   70,    0
  240,20210326,   20,   80,    0
  240,20210326,   21,   80,    0
  240,20210326,   22,   60,    0
  240,20210326,   23,   60,    0
  240,20210326,   24,   70,    0
  240,20210327,    1,   70,    0
  240,20210327,    2,   70,    0
  240,20210327,    3,   60,    0
  240,20210327,    4,  100,    0
  240,20210327,    5,  100,    0
  240,20210327,    6,   90,    2
  240,20210327,    7,   90,   35
  240,20210327,    8,  100,   68
  240,20210327,    9,  110,  100
  240,20210327,   10,  110,  124
  240,20210327,   11,  110,   93
  240,20210327,   12,  110,   87
  240,20210327,   13,  110,  173
  240,20210327,   14,  110,  121
  240,20210327,   15,  100,  106
  240,20210327,   16,   80,   72
  240,20210327,   17,   70,   71
  240,20210327,   18,   60,   17
  240,20210327,   19,   40,    0
  240,20210327,   20,   40,    0
  240,20210327,   21,   50,    0
  240,20210327,   22,   60,    0
  240,20210327,   23,   50,    0
  240,20210327,   24,   50,    0
  240,20210328,    1,   60,    0
  240,20210328,    2,   70,    0
  240,20210328,    3,   60,    0
  240,20210328,    4,   60,    0
  240,20210328,    5,   70,    0
  240,20210328,    6,   70,    4
  240,20210328,    7,   80,   28
  240,20210328,    8,  100,   90
  240,20210328,    9,  110,   78
  240,20210328,   10,  120,   76
  240,20210328,   11,  100,   32
  240,20210328,   12,  120,   32
  240,20210328,   13,  130,   36
  240,20210328,   14,  110,   80
  240,20210328,   15,  130,   82
  240,20210328,   16,  110,   23
  240,20210328,   17,  120,   18
  240,20210328,   18,  110,    3
  240,20210328,   19,   80,    0
  240,20210328,   20,   80,    0
  240,20210328,   21,   70,    0
  240,20210328,   22,   80,    0
  240,20210328,   23,   70,    0
  240,20210328,   24,   80,    0
  240,20210329,    1,   80,    0
  240,20210329,    2,   80,    0
  240,20210329,    3,   60,    0
  240,20210329,    4,   50,    0
  240,20210329,    5,   80,    0
  240,20210329,    6,   70,    5
  240,20210329,    7,   70,   39
  240,20210329,    8,   80,   95
  240,20210329,    9,   90,  148
  240,20210329,   10,   90,  190
  240,20210329,   11,   70,  228
  240,20210329,   12,   80,  237
  240,20210329,   13,   70,  237
  240,20210329,   14,   80,  216
  240,20210329,   15,   80,  180
  240,20210329,   16,   90,  131
  240,20210329,   17,   60,   76
  240,20210329,   18,   50,   24
  240,20210329,   19,   20,    0
  240,20210329,   20,   30,    0
  240,20210329,   21,   10,    0
  240,20210329,   22,   40,    0
  240,20210329,   23,   30,    0
  240,20210329,   24,   30,    0
  240,20210330,    1,   10,    0
  240,20210330,    2,   30,    0
  240,20210330,    3,   10,    0
  240,20210330,    4,   20,    0
  240,20210330,    5,   30,    0
  240,20210330,    6,   20,    8
  240,20210330,    7,   20,   48
  240,20210330,    8,   10,   99
  240,20210330,    9,   20,  156
  240,20210330,   10,   30,  198
  240,20210330,   11,   20,  229
  240,20210330,   12,   30,  245
  240,20210330,   13,   40,  242
  240,20210330,   14,   40,  222
  240,20210330,   15,   40,  183
  240,20210330,   16,   30,  132
  240,20210330,   17,   20,   73
  240,20210330,   18,   20,   21
  240,20210330,   19,   20,    0
  240,20210330,   20,   20,    0
  240,20210330,   21,   30,    0
  240,20210330,   22,   20,    0
  240,20210330,   23,   20,    0
  240,20210330,   24,   10,    0
  240,20210331,    1,   10,    0
  240,20210331,    2,   10,    0
  240,20210331,    3,    0,    0
  240,20210331,    4,    0,    0
  240,20210331,    5,   10,    0
  240,20210331,    6,   10,    6
  240,20210331,    7,   20,   45
  240,20210331,    8,   10,   98
  240,20210331,    9,   20,  150
  240,20210331,   10,   10,  195
  240,20210331,   11,   20,  225
  240,20210331,   12,   20,  234
  240,20210331,   13,   20,  230
  240,20210331,   14,   30,  210
  240,20210331,   15,   40,  172
  240,20210331,   16,   30,  111
  240,20210331,   17,   20,   50
  240,20210331,   18,   10,   14
  240,20210331,   19,   10,    0
  240,20210331,   20,   10,    0
  240,20210331,   21,   20,    0
  240,20210331,   22,   10,    0
  240,20210331,   23,   20,    0
  240,20210331,   24,   10,    0
  240,20210401,    1,   30,    0
  240,20210401,    2,   20,    0
  240,20210401,    3,   20,    0
  240,20210401,    4,   20,    0
  240,20210401,    5,   40,    0
  240,20210401,    6,   40,    5
  240,20210401,    7,   60,   35
  240,20210401,    8,   60,   87
  240,20210401,    9,   70,  148
  240,20210401,   10,   70,  193
  240,20210401,   11,   70,  223
  240,20210401,   12,   60,  239
  240,20210401,   13,   70,  226
  240,20210401,   14,   70,  218
  240,20210401,   15,   60,  187
  240,20210401,   16,   60,  138
  240,20210401,   17,   50,   84
  240,20210401,   18,   70,   29
  240,20210401,   19,   60,    1
  240,20210401,   20,   50,    0
  240,20210401,   21,   40,    0
  240,20210401,   22,   30,    0
  240,20210401,   23,   30,    0
  240,20210401,   24,   20,    0
  240,20210402,    1,   20,    0
  240,20210402,    2,   40,    0
  240,20210402,    3,   30,    0
  240,20210402,    4,   30,    0
  240,20210402,    5,   20,    0
  240,20210402,    6,   40,    4
  240,20210402,    7,   40,   21
  240,20210402,    8,   50,   35
  240,20210402,    9,   50,   52
  240,20210402,   10,   60,   66
  240,20210402,   11,   60,   79
  240,20210402,   12,   60,   78
  240,20210402,   13,   50,   51
  240,20210402,   14,   50,   51
  240,20210402,   15,   60,   90
  240,20210402,   16,   70,   34
  240,20210402,   17,   70,   23
  240,20210402,   18,   50,   16
  240,20210402,   19,   50,    0
  240,20210402,   20,   30,    0
  240,20210402,   21,   40,    0
  240,20210402,   22,   60,    0
  240,20210402,   23,   50,    0
  240,20210402,   24,   40,    0
  240,20210403,    1,   50,    0
  240,20210403,    2,   60,    0
  240,20210403,    3,   50,    0
  240,20210403,    4,   60,    0
  240,20210403,    5,   50,    0
  240,20210403,    6,   40,    8
  240,20210403,    7,   50,   50
  240,20210403,    8,   60,  101
  240,20210403,    9,   50,  151
  240,20210403,   10,   60,  184
  240,20210403,   11,   50,  212
  240,20210403,   12,   50,  159
  240,20210403,   13,   50,  116
  240,20210403,   14,   40,  126
  240,20210403,   15,   50,   73
  240,20210403,   16,   50,   48
  240,20210403,   17,   50,   21
  240,20210403,   18,   50,    5
  240,20210403,   19,   50,    0
  240,20210403,   20,   40,    0
  240,20210403,   21,   40,    0
  240,20210403,   22,   50,    0
  240,20210403,   23,   50,    0
  240,20210403,   24,   40,    0
  240,20210404,    1,   30,    0
  240,20210404,    2,   30,    0
  240,20210404,    3,   20,    0
  240,20210404,    4,   30,    0
  240,20210404,    5,   20,    0
  240,20210404,    6,   30,    2
  240,20210404,    7,   20,    9
  240,20210404,    8,   10,   19
  240,20210404,    9,   10,   31
  240,20210404,   10,   40,   58
  240,20210404,   11,   40,   83
  240,20210404,   12,   40,  121
  240,20210404,   13,   50,  130
  240,20210404,   14,   60,  139
  240,20210404,   15,   70,  110
  240,20210404,   16,   70,   89
  240,20210404,   17,   50,   51
  240,20210404,   18,   70,   25
  240,20210404,   19,   60,    1
  240,20210404,   20,   60,    0
  240,20210404,   21,   60,    0
  240,20210404,   22,   50,    0
  240,20210404,   23,   60,    0
  240,20210404,   24,   90,    0
  240,20210405,    1,  100,    0
  240,20210405,    2,   80,    0
  240,20210405,    3,   90,    0
  240,20210405,    4,  100,    0
  240,20210405,    5,   90,    0
  240,20210405,    6,   90,    2
  240,20210405,    7,  110,   12
  240,20210405,    8,  120,   33
  240,20210405,    9,  100,   63
  240,20210405,   10,  110,  129
  240,20210405,   11,  110,  214
  240,20210405,   12,  120,  156
  240,20210405,   13,  130,  189
  240,20210405,   14,  110,  131
  240,20210405,   15,  130,  122
  240,20210405,   16,   90,  119
  240,20210405,   17,  110,   64
  240,20210405,   18,  120,   28
  240,20210405,   19,  100,    1
  240,20210405,   20,  130,    0
  240,20210405,   21,  110,    0
  240,20210405,   22,   80,    0
  240,20210405,   23,   30,    0
  240,20210405,   24,   70,    0
  240,20210406,    1,  100,    0
  240,20210406,    2,   50,    0
  240,20210406,    3,   70,    0
  240,20210406,    4,   70,    0
  240,20210406,    5,   50,    0
  240,20210406,    6,   50,   14
  240,20210406,    7,   60,   40
  240,20210406,    8,   90,   83
  240,20210406,    9,   90,  129
  240,20210406,   10,  100,  111
  240,20210406,   11,   70,  136
  240,20210406,   12,  110,  163
  240,20210406,   13,  100,  175
  240,20210406,   14,   90,  185
  240,20210406,   15,  100,  138
  240,20210406,   16,  110,  101
  240,20210406,   17,   70,   32
  240,20210406,   18,   40,   19
  240,20210406,   19,   60,    1
  240,20210406,   20,   50,    0
  240,20210406,   21,   50,    0
  240,20210406,   22,   80,    0
  240,20210406,   23,   40,    0
  240,20210406,   24,   50,    0
  240,20210407,    1,   50,    0
  240,20210407,    2,   50,    0
  240,20210407,    3,  100,    0
  240,20210407,    4,  100,    0
  240,20210407,    5,  110,    0
  240,20210407,    6,  120,    2
  240,20210407,    7,  130,   21
  240,20210407,    8,  100,   28
  240,20210407,    9,  120,   68
  240,20210407,   10,  120,   76
  240,20210407,   11,  110,  102
  240,20210407,   12,  110,  156
  240,20210407,   13,  130,  136
  240,20210407,   14,   90,   83
  240,20210407,   15,  100,  142
  240,20210407,   16,  120,  103
  240,20210407,   17,   70,   44
  240,20210407,   18,   60,   12
  240,20210407,   19,   50,    1
  240,20210407,   20,   70,    0
  240,20210407,   21,   60,    0
  240,20210407,   22,   50,    0
  240,20210407,   23,   40,    0
  240,20210407,   24,   50,    0
  240,20210408,    1,   20,    0
  240,20210408,    2,   10,    0
  240,20210408,    3,   30,    0
  240,20210408,    4,   30,    0
  240,20210408,    5,   40,    0
  240,20210408,    6,   30,    8
  240,20210408,    7,   40,   53
  240,20210408,    8,   40,   71
  240,20210408,    9,   70,   55
  240,20210408,   10,   60,   71
  240,20210408,   11,   80,  109
  240,20210408,   12,   70,  204
  240,20210408,   13,   90,  227
  240,20210408,   14,   80,  205
  240,20210408,   15,   90,  118
  240,20210408,   16,   70,   84
  240,20210408,   17,   70,   54
  240,20210408,   18,   70,   21
  240,20210408,   19,   60,    1
  240,20210408,   20,   60,    0
  240,20210408,   21,   60,    0
  240,20210408,   22,   50,    0
  240,20210408,   23,   50,    0
  240,20210408,   24,   60,    0
  240,20210409,    1,   60,    0
  240,20210409,    2,   50,    0
  240,20210409,    3,   60,    0
  240,20210409,    4,   50,    0
  240,20210409,    5,   50,    0
  240,20210409,    6,   40,   12
  240,20210409,    7,   50,   52
  240,20210409,    8,   80,   83
  240,20210409,    9,   80,  100
  240,20210409,   10,   80,   97
  240,20210409,   11,   70,  100
  240,20210409,   12,   70,  180
  240,20210409,   13,   70,  162
  240,20210409,   14,   60,  141
  240,20210409,   15,   60,  119
  240,20210409,   16,   60,   98
  240,20210409,   17,   40,   89
  240,20210409,   18,   30,   26
  240,20210409,   19,   20,    2
  240,20210409,   20,   40,    0
  240,20210409,   21,   40,    0
  240,20210409,   22,   40,    0
  240,20210409,   23,   40,    0
  240,20210409,   24,   40,    0
  240,20210410,    1,   30,    0
  240,20210410,    2,   30,    0
  240,20210410,    3,   30,    0
  240,20210410,    4,   40,    0
  240,20210410,    5,   40,    0
  240,20210410,    6,   50,    4
  240,20210410,    7,   50,   28
  240,20210410,    8,   70,   30
  240,20210410,    9,   60,   31
  240,20210410,   10,   60,   27
  240,20210410,   11,   70,   55
  240,20210410,   12,   80,   90
  240,20210410,   13,   70,   51
  240,20210410,   14,   60,   32
  240,20210410,   15,   60,   36
  240,20210410,   16,   60,   21
  240,20210410,   17,   70,   10
  240,20210410,   18,   80,    5
  240,20210410,   19,   70,    1
