# Opmerking: door stationsverplaatsingen en veranderingen in waarneemmethodieken zijn deze tijdreeksen van uurwaarden mogelijk inhomogeen! Dat betekent dat deze reeks van gemeten waarden niet geschikt is voor trendanalyse. Voor studies naar klimaatverandering verwijzen we naar de gehomogeniseerde dagreeksen <http://www.knmi.nl/nederland-nu/klimatologie/daggegevens> of de Centraal Nederland Temperatuur <http://www.knmi.nl/kennis-en-datacentrum/achtergrond/centraal-nederland-temperatuur-cnt>.
# 
# SOURCE: ROYAL NETHERLANDS METEOROLOGICAL INSTITUTE (KNMI)
# Comment: These time series are inhomogeneous because of station relocations and changes in observation techniques. As a result these series are not suitable for trend analysis. For climate change studies we refer to the homogenized series of daily data <http://www.knmi.nl/nederland-nu/klimatologie/daggegevens> or the Central Netherlands Temperature <http://www.knmi.nl/kennis-en-datacentrum/achtergrond/centraal-nederland-temperatuur-cnt>.
# 
# STN         LON(east)   LAT(north)  ALT(m)      NAME
# 330         4.122       51.992      11.90       Hoek van Holland
# 356         5.146       51.859      0.70        Herwijnen   
# 377         5.763       51.198      30.00       Ell         
# YYYYMMDD  : datum (YYYY=jaar;MM=maand;DD=dag)
# HH        : tijd (HH=uur; UT.12 UT=13 MET; 14 MEZT. Uurvak 05 loopt van 04.00 UT tot 5.00 UT
# FH        : Uurgemiddelde windsnelheid (in 0.1 m/s). Zie http://www.knmi.nl/kennis-en-datacentrum/achtergrond/klimatologische-brochures-en-boeken / Hourly mean wind speed (in 0.1 m/s)
# STN,YYYYMMDD,   HH,   FH
  356,20230112,   12,  100
  356,20230112,   13,   90
  356,20230112,   14,  100
  356,20230112,   15,   90
  356,20230112,   16,   90
  356,20230112,   17,   90
  356,20230112,   18,   90
  356,20230112,   19,  100
  356,20230112,   20,  100
  356,20230112,   21,  100
  356,20230112,   22,  110
  356,20230112,   23,  100
  356,20230112,   24,   90
  356,20230113,    1,   80
  356,20230113,    2,   90
  356,20230113,    3,   90
  356,20230113,    4,   90
  356,20230113,    5,  100
  356,20230113,    6,  100
  356,20230113,    7,   90
  356,20230113,    8,   90
  356,20230113,    9,  100
  356,20230113,   10,  100
  356,20230113,   11,  110
  356,20230113,   12,  100
  356,20230113,   13,  100
  356,20230113,   14,  100
  356,20230113,   15,  100
  356,20230113,   16,   90
  356,20230113,   17,   90
  356,20230113,   18,   90
  356,20230113,   19,   80
  356,20230113,   20,   80
  356,20230113,   21,   80
  356,20230113,   22,  100
  356,20230113,   23,   80
  356,20230113,   24,   50
  356,20230114,    1,   50
  356,20230114,    2,   50
  356,20230114,    3,   50
  356,20230114,    4,   40
  356,20230114,    5,   50
  356,20230114,    6,   60
  356,20230114,    7,   60
  356,20230114,    8,   70
  356,20230114,    9,   80
  356,20230114,   10,   70
  356,20230114,   11,   80
  356,20230114,   12,   90
  356,20230114,   13,  100
  356,20230114,   14,   90
  356,20230114,   15,   90
  356,20230114,   16,   90
  356,20230114,   17,  100
  356,20230114,   18,   90
  356,20230114,   19,  100
  356,20230114,   20,  100
  356,20230114,   21,   50
  356,20230114,   22,   60
  356,20230114,   23,   60
  356,20230114,   24,   60
  356,20230115,    1,   80
  356,20230115,    2,   70
  356,20230115,    3,   80
  356,20230115,    4,   70
  356,20230115,    5,   70
  356,20230115,    6,   80
  356,20230115,    7,   70
  356,20230115,    8,   70
  356,20230115,    9,   80
  356,20230115,   10,  110
  356,20230115,   11,  120
  356,20230115,   12,  120
  356,20230115,   13,  130
  356,20230115,   14,  110
  356,20230115,   15,  100
  356,20230115,   16,  100
  356,20230115,   17,   90
  356,20230115,   18,   80
  356,20230115,   19,   90
  356,20230115,   20,   70
  356,20230115,   21,   50
  356,20230115,   22,   40
  356,20230115,   23,   50
  356,20230115,   24,   50
  356,20230116,    1,   50
  356,20230116,    2,   40
  356,20230116,    3,   40
  356,20230116,    4,   30
  356,20230116,    5,   40
  356,20230116,    6,   40
  356,20230116,    7,   50
  356,20230116,    8,   70
  356,20230116,    9,   80
  356,20230116,   10,   70
  356,20230116,   11,   60
  356,20230116,   12,   50
  356,20230116,   13,   50
  356,20230116,   14,   40
  356,20230116,   15,   30
  356,20230116,   16,   30
  356,20230116,   17,   30
  356,20230116,   18,   60
  356,20230116,   19,   70
  356,20230116,   20,   60
  356,20230116,   21,   60
  356,20230116,   22,   60
  356,20230116,   23,   70
  356,20230116,   24,   80
  356,20230117,    1,   70
  356,20230117,    2,   40
  356,20230117,    3,   40
  356,20230117,    4,   30
  356,20230117,    5,   20
  356,20230117,    6,   40
  356,20230117,    7,   40
  356,20230117,    8,   40
  356,20230117,    9,   30
  356,20230117,   10,   30
  356,20230117,   11,   20
  356,20230117,   12,   20
  356,20230117,   13,   30
  356,20230117,   14,   40
  356,20230117,   15,   30
  356,20230117,   16,   20
  356,20230117,   17,   20
  356,20230117,   18,   20
  356,20230117,   19,   30
  356,20230117,   20,   30
  356,20230117,   21,   30
  356,20230117,   22,   20
  356,20230117,   23,   20
  356,20230117,   24,   20
  356,20230118,    1,   20
  356,20230118,    2,   20
  356,20230118,    3,   20
  356,20230118,    4,   30
  356,20230118,    5,   30
  356,20230118,    6,   30
  356,20230118,    7,   30
  356,20230118,    8,   40
  356,20230118,    9,   40
  356,20230118,   10,   40
  356,20230118,   11,   50
  356,20230118,   12,   60
  356,20230118,   13,   60
  356,20230118,   14,   70
  356,20230118,   15,   60
  356,20230118,   16,   60
  356,20230118,   17,   60
  356,20230118,   18,   60
  356,20230118,   19,   60
  356,20230118,   20,   70
  356,20230118,   21,   70
  356,20230118,   22,   70
  356,20230118,   23,   70
  356,20230118,   24,   70
  356,20230119,    1,   70
  356,20230119,    2,   70
  356,20230119,    3,   80
  356,20230119,    4,   50
  356,20230119,    5,   60
  356,20230119,    6,   40
  356,20230119,    7,   50
  356,20230119,    8,   50
  356,20230119,    9,   20
  356,20230119,   10,   30
  356,20230119,   11,   40
  356,20230119,   12,   50
  356,20230119,   13,   50
  356,20230119,   14,   50
  356,20230119,   15,   40
  356,20230119,   16,   30
  356,20230119,   17,   20
  356,20230119,   18,   30
  356,20230119,   19,   30
  356,20230119,   20,   20
  356,20230119,   21,   30
  356,20230119,   22,   20
  356,20230119,   23,   20
  356,20230119,   24,   20
  356,20230120,    1,   30
  356,20230120,    2,   50
  356,20230120,    3,   40
  356,20230120,    4,   40
  356,20230120,    5,   40
  356,20230120,    6,   40
  356,20230120,    7,   40
  356,20230120,    8,   40
  356,20230120,    9,   30
  356,20230120,   10,   30
  356,20230120,   11,   30
  356,20230120,   12,   30
  356,20230120,   13,   30
  356,20230120,   14,   30
  356,20230120,   15,   30
  356,20230120,   16,   30
  356,20230120,   17,   40
  356,20230120,   18,   50
  356,20230120,   19,   40
  356,20230120,   20,   40
  356,20230120,   21,   40
  356,20230120,   22,   40
  356,20230120,   23,   40
  356,20230120,   24,   40
  356,20230121,    1,   40
  356,20230121,    2,   30
  356,20230121,    3,   30
  356,20230121,    4,   30
  356,20230121,    5,   30
  356,20230121,    6,   20
  356,20230121,    7,   30
  356,20230121,    8,   30
  356,20230121,    9,   30
  356,20230121,   10,   30
  356,20230121,   11,   20
  356,20230121,   12,   20
  356,20230121,   13,   20
  356,20230121,   14,   20
  356,20230121,   15,   20
  356,20230121,   16,   30
  356,20230121,   17,   30
  356,20230121,   18,   40
  356,20230121,   19,   40
  356,20230121,   20,   30
  356,20230121,   21,   20
  356,20230121,   22,   30
  356,20230121,   23,   30
  356,20230121,   24,   20
  356,20230122,    1,   20
  356,20230122,    2,   20
  356,20230122,    3,   20
  356,20230122,    4,   20
  356,20230122,    5,   30
  356,20230122,    6,   30
  356,20230122,    7,   50
  356,20230122,    8,   40
  356,20230122,    9,   40
  356,20230122,   10,   30
  356,20230122,   11,   40
  356,20230122,   12,   40
  356,20230122,   13,   40
  356,20230122,   14,   40
  356,20230122,   15,   30
  356,20230122,   16,   30
  356,20230122,   17,   20
  356,20230122,   18,   20
  356,20230122,   19,   20
  356,20230122,   20,   20
  356,20230122,   21,   20
  356,20230122,   22,   20
  356,20230122,   23,   20
  356,20230122,   24,   20
  356,20230123,    1,   20
  356,20230123,    2,   20
  356,20230123,    3,   20
  356,20230123,    4,   20
  356,20230123,    5,   20
  356,20230123,    6,   20
  356,20230123,    7,   20
  356,20230123,    8,   30
  356,20230123,    9,   20
  356,20230123,   10,   20
  356,20230123,   11,   30
  356,20230123,   12,   30
  356,20230123,   13,   40
  356,20230123,   14,   30
  356,20230123,   15,   30
  356,20230123,   16,   30
  356,20230123,   17,   30
  356,20230123,   18,   30
  356,20230123,   19,   30
  356,20230123,   20,   30
  356,20230123,   21,   30
  356,20230123,   22,   30
  356,20230123,   23,   40
  356,20230123,   24,   40
  356,20230124,    1,   40
  356,20230124,    2,   30
  356,20230124,    3,   40
  356,20230124,    4,   40
  356,20230124,    5,   40
  356,20230124,    6,   40
  356,20230124,    7,   40
  356,20230124,    8,   40
  356,20230124,    9,   40
  356,20230124,   10,   40
  356,20230124,   11,   40
  356,20230124,   12,   40
  356,20230124,   13,   40
  356,20230124,   14,   40
  356,20230124,   15,   30
  356,20230124,   16,   30
  356,20230124,   17,   30
  356,20230124,   18,   30
  356,20230124,   19,   20
  356,20230124,   20,   20
  356,20230124,   21,   20
  356,20230124,   22,   10
  356,20230124,   23,   20
  356,20230124,   24,   10
  356,20230125,    1,   20
  356,20230125,    2,   10
  356,20230125,    3,   10
  356,20230125,    4,   10
  356,20230125,    5,   10
  356,20230125,    6,   10
  356,20230125,    7,   10
  356,20230125,    8,   20
  356,20230125,    9,   20
  356,20230125,   10,   10
  356,20230125,   11,   20
  356,20230125,   12,   20
  356,20230125,   13,   30
  356,20230125,   14,   30
  356,20230125,   15,   30
  356,20230125,   16,   30
  356,20230125,   17,   20
  356,20230125,   18,   30
  356,20230125,   19,   40
  356,20230125,   20,   40
  356,20230125,   21,   30
  356,20230125,   22,   30
  356,20230125,   23,   30
  356,20230125,   24,   30
  356,20230126,    1,   30
  356,20230126,    2,   20
  356,20230126,    3,   20
  356,20230126,    4,   20
  356,20230126,    5,   10
  356,20230126,    6,   10
  356,20230126,    7,   10
  356,20230126,    8,   10
  356,20230126,    9,   10
  356,20230126,   10,   20
  356,20230126,   11,   30
  356,20230126,   12,   40
  356,20230126,   13,   50
  356,20230126,   14,   50
  356,20230126,   15,   50
  356,20230126,   16,   40
  356,20230126,   17,   60
  356,20230126,   18,   40
  356,20230126,   19,   40
  356,20230126,   20,   40
  356,20230126,   21,   40
  356,20230126,   22,   40
  356,20230126,   23,   30
  356,20230126,   24,   40
  356,20230127,    1,   50
  356,20230127,    2,   60
  356,20230127,    3,   60
  356,20230127,    4,   50
  356,20230127,    5,   60
  356,20230127,    6,   50
  356,20230127,    7,   40
  356,20230127,    8,   40
  356,20230127,    9,   40
  356,20230127,   10,   40
  356,20230127,   11,   50
  356,20230127,   12,   50
  356,20230127,   13,   40
  356,20230127,   14,   40
  356,20230127,   15,   40
  356,20230127,   16,   50
  356,20230127,   17,   40
  356,20230127,   18,   30
  356,20230127,   19,   30
  356,20230127,   20,   30
  356,20230127,   21,   30
  356,20230127,   22,   30
  356,20230127,   23,   20
  356,20230127,   24,   20
  356,20230128,    1,   20
  356,20230128,    2,   10
  356,20230128,    3,   20
  356,20230128,    4,   20
  356,20230128,    5,   20
  356,20230128,    6,   20
  356,20230128,    7,   20
  356,20230128,    8,   20
  356,20230128,    9,   20
  356,20230128,   10,   20
  356,20230128,   11,   20
  356,20230128,   12,   20
  356,20230128,   13,   10
  356,20230128,   14,   10
  356,20230128,   15,   10
  356,20230128,   16,   20
  356,20230128,   17,   20
  356,20230128,   18,   30
  356,20230128,   19,   20
  356,20230128,   20,   20
  356,20230128,   21,   20
  356,20230128,   22,   20
  356,20230128,   23,   20
  356,20230128,   24,   20
  356,20230129,    1,   30
  356,20230129,    2,   20
  356,20230129,    3,   30
  356,20230129,    4,   30
  356,20230129,    5,   40
  356,20230129,    6,   40
  356,20230129,    7,   40
  356,20230129,    8,   40
  356,20230129,    9,   50
  356,20230129,   10,   60
  356,20230129,   11,   60
  356,20230129,   12,   60
  356,20230129,   13,   60
  356,20230129,   14,   60
  356,20230129,   15,   60
  356,20230129,   16,   60
  356,20230129,   17,   70
  356,20230129,   18,   60
  356,20230129,   19,   60
  356,20230129,   20,   60
  356,20230129,   21,   60
  356,20230129,   22,   60
  356,20230129,   23,   70
  356,20230129,   24,   70
  356,20230130,    1,   80
  356,20230130,    2,   80
  356,20230130,    3,   80
  356,20230130,    4,   80
  356,20230130,    5,   80
  356,20230130,    6,   90
  356,20230130,    7,   70
  356,20230130,    8,   70
  356,20230130,    9,   80
  356,20230130,   10,  100
  356,20230130,   11,  110
  356,20230130,   12,  100
  356,20230130,   13,  100
  356,20230130,   14,  100
  356,20230130,   15,   90
  356,20230130,   16,   80
  356,20230130,   17,   60
  356,20230130,   18,   50
  356,20230130,   19,   30
  356,20230130,   20,   40
  356,20230130,   21,   50
  356,20230130,   22,   40
  356,20230130,   23,   40
  356,20230130,   24,   30
  356,20230131,    1,   40
  356,20230131,    2,   40
  356,20230131,    3,   40
  356,20230131,    4,   50
  356,20230131,    5,   50
  356,20230131,    6,   50
  356,20230131,    7,   60
  356,20230131,    8,   60
  356,20230131,    9,   70
  356,20230131,   10,   80
  356,20230131,   11,   80
  356,20230131,   12,   90
  356,20230131,   13,   80
  356,20230131,   14,   80
  356,20230131,   15,   80
  356,20230131,   16,   70
  356,20230131,   17,   80
  356,20230131,   18,   50
  356,20230131,   19,   40
  356,20230131,   20,   50
  356,20230131,   21,   40
  356,20230131,   22,   40
  356,20230131,   23,   40
  356,20230131,   24,   50
  356,20230201,    1,   60
  356,20230201,    2,   50
  356,20230201,    3,   60
  356,20230201,    4,   70
  356,20230201,    5,   80
  356,20230201,    6,   80
  356,20230201,    7,   90
  356,20230201,    8,   70
  356,20230201,    9,   80
  356,20230201,   10,  110
  356,20230201,   11,  110
  356,20230201,   12,  110
  356,20230201,   13,  110
  356,20230201,   14,  110
  356,20230201,   15,  110
  356,20230201,   16,  100
  356,20230201,   17,  100
  356,20230201,   18,  100
  356,20230201,   19,   90
  356,20230201,   20,   90
  356,20230201,   21,   80
  356,20230201,   22,   90
  356,20230201,   23,   90
  356,20230201,   24,   80
  356,20230202,    1,   70
  356,20230202,    2,   80
  356,20230202,    3,   80
  356,20230202,    4,   80
  356,20230202,    5,   80
  356,20230202,    6,   80
  356,20230202,    7,   70
  356,20230202,    8,   70
  356,20230202,    9,   80
  356,20230202,   10,   90
  356,20230202,   11,   70
  356,20230202,   12,   60
  356,20230202,   13,   70
  356,20230202,   14,   60
  356,20230202,   15,   70
  356,20230202,   16,   70
  356,20230202,   17,   60
  356,20230202,   18,   60
  356,20230202,   19,   60
  356,20230202,   20,   70
  356,20230202,   21,   70
  356,20230202,   22,   70
  356,20230202,   23,   70
  356,20230202,   24,   70
  356,20230203,    1,   80
  356,20230203,    2,   80
  356,20230203,    3,   90
  356,20230203,    4,   90
  356,20230203,    5,   90
  356,20230203,    6,   90
  356,20230203,    7,   90
  356,20230203,    8,   90
  356,20230203,    9,   80
  356,20230203,   10,   70
  356,20230203,   11,   90
  356,20230203,   12,  100
  356,20230203,   13,  100
  356,20230203,   14,   80
  356,20230203,   15,   80
  356,20230203,   16,   60
  356,20230203,   17,   50
  356,20230203,   18,   50
  356,20230203,   19,   40
  356,20230203,   20,   50
  356,20230203,   21,   70
  356,20230203,   22,   50
  356,20230203,   23,   50
  356,20230203,   24,   40
  356,20230204,    1,   40
  356,20230204,    2,   30
  356,20230204,    3,   20
  356,20230204,    4,   20
  356,20230204,    5,   20
  356,20230204,    6,   20
  356,20230204,    7,   10
  356,20230204,    8,   10
  356,20230204,    9,    0
  356,20230204,   10,   10
  356,20230204,   11,   10
  356,20230204,   12,   10
  356,20230204,   13,   20
  356,20230204,   14,   10
  356,20230204,   15,   10
  356,20230204,   16,    0
  356,20230204,   17,   10
  356,20230204,   18,   10
  356,20230204,   19,   10
  356,20230204,   20,   10
  356,20230204,   21,   10
  356,20230204,   22,   20
  356,20230204,   23,   20
  356,20230204,   24,   20
  356,20230205,    1,   20
  356,20230205,    2,   30
  356,20230205,    3,   30
  356,20230205,    4,   30
  356,20230205,    5,   40
  356,20230205,    6,   60
  356,20230205,    7,   80
  356,20230205,    8,   60
  356,20230205,    9,   60
  356,20230205,   10,   80
  356,20230205,   11,   80
  356,20230205,   12,   80
  356,20230205,   13,   80
  356,20230205,   14,   80
  356,20230205,   15,   70
  356,20230205,   16,   60
  356,20230205,   17,   50
  356,20230205,   18,   50
  356,20230205,   19,   40
  356,20230205,   20,   40
  356,20230205,   21,   30
  356,20230205,   22,   30
  356,20230205,   23,   20
  356,20230205,   24,   20
  356,20230206,    1,   20
  356,20230206,    2,   20
  356,20230206,    3,   10
  356,20230206,    4,   10
  356,20230206,    5,   10
  356,20230206,    6,   20
  356,20230206,    7,   10
  356,20230206,    8,   10
  356,20230206,    9,   20
  356,20230206,   10,   10
  356,20230206,   11,   10
  356,20230206,   12,   20
  356,20230206,   13,   20
  356,20230206,   14,   30
  356,20230206,   15,   30
  356,20230206,   16,   20
  356,20230206,   17,   10
  356,20230206,   18,   10
  356,20230206,   19,   10
  356,20230206,   20,   10
  356,20230206,   21,   10
  356,20230206,   22,   20
  356,20230206,   23,   10
  356,20230206,   24,   10
  356,20230207,    1,   10
  356,20230207,    2,   20
  356,20230207,    3,   20
  356,20230207,    4,   20
  356,20230207,    5,   20
  356,20230207,    6,   10
  356,20230207,    7,   20
  356,20230207,    8,   30
  356,20230207,    9,   30
  356,20230207,   10,   30
  356,20230207,   11,   30
  356,20230207,   12,   20
  356,20230207,   13,   20
  356,20230207,   14,   20
  356,20230207,   15,   20
  356,20230207,   16,   30
  356,20230207,   17,   20
  356,20230207,   18,   20
  356,20230207,   19,   20
  356,20230207,   20,   20
  356,20230207,   21,   20
  356,20230207,   22,   20
  356,20230207,   23,   20
  356,20230207,   24,   20
  356,20230208,    1,   20
  356,20230208,    2,   30
  356,20230208,    3,   20
  356,20230208,    4,   30
  356,20230208,    5,   20
  356,20230208,    6,   20
  356,20230208,    7,   30
  356,20230208,    8,   20
  356,20230208,    9,   20
  356,20230208,   10,   20
  356,20230208,   11,   20
  356,20230208,   12,   20
  356,20230208,   13,   20
  356,20230208,   14,   30
  356,20230208,   15,   20
  356,20230208,   16,   30
  356,20230208,   17,   30
  356,20230208,   18,   20
  356,20230208,   19,   30
  356,20230208,   20,   20
  356,20230208,   21,   20
  356,20230208,   22,   30
  356,20230208,   23,   30
  356,20230208,   24,   30
  356,20230209,    1,   30
  356,20230209,    2,   30
  356,20230209,    3,   30
  356,20230209,    4,   30
  356,20230209,    5,   30
  356,20230209,    6,   30
  356,20230209,    7,   40
  356,20230209,    8,   30
  356,20230209,    9,   30
  356,20230209,   10,   40
  356,20230209,   11,   40
  356,20230209,   12,   30
  356,20230209,   13,   40
  356,20230209,   14,   30
  356,20230209,   15,   30
  356,20230209,   16,   20
  356,20230209,   17,   30
  356,20230209,   18,   30
  356,20230209,   19,   20
  356,20230209,   20,   30
  356,20230209,   21,   20
  356,20230209,   22,   20
