validfrom_utc,volume_kwh,emission_kg,co2_factor_kg_per_kwh,co2_factor_g_per_kwh
2024-03-21 22:00:00+00:00,12008081,2057655,0.1713558561105642,171.3558561105642
2024-03-21 23:00:00+00:00,11931256,1863870,0.15621741751245635,156.21741751245636
2024-03-22 00:00:00+00:00,11832307,1745621,0.14753006324125972,147.5300632412597
2024-03-22 01:00:00+00:00,11906866,1760650,0.147868465135998,147.868465135998
2024-03-22 02:00:00+00:00,12132425,1837847,0.15148224695392717,151.4822469539272
2024-03-22 03:00:00+00:00,12221476,1829139,0.14966596506019403,149.66596506019403
2024-03-22 04:00:00+00:00,12365081,1875476,0.15167518918800452,151.6751891880045
2024-03-22 05:00:00+00:00,13253488,1993372,0.15040357677918448,150.40357677918448
2024-03-22 06:00:00+00:00,14006040,2104768,0.1502757381815274,150.2757381815274
2024-03-22 07:00:00+00:00,15058698,2146251,0.1425256685538152,142.52566855381522
2024-03-22 08:00:00+00:00,15301485,2097155,0.1370556517880454,137.0556517880454
2024-03-22 09:00:00+00:00,15123599,2243494,0.14834392263375934,148.34392263375935
2024-03-22 10:00:00+00:00,14396800,2108818,0.14647824516559235,146.47824516559234
2024-03-22 11:00:00+00:00,13652652,1946849,0.14259859549631823,142.59859549631824
2024-03-22 12:00:00+00:00,12997204,1939905,0.1492555629656963,149.2555629656963
2024-03-22 13:00:00+00:00,12849103,2170414,0.16891560445892603,168.91560445892603
2024-03-22 14:00:00+00:00,13484994,2711565,0.2010801784561417,201.0801784561417
2024-03-22 15:00:00+00:00,14298790,3288314,0.22997148709785933,229.97148709785932
2024-03-22 16:00:00+00:00,14966867,3968873,0.26517727457590157,265.17727457590155
2024-03-22 17:00:00+00:00,13993245,4329468,0.3093969983374121,309.39699833741207
2024-03-22 18:00:00+00:00,13251506,4466492,0.3370554260021465,337.0554260021465
2024-03-22 19:00:00+00:00,12545892,4371323,0.34842664036961263,348.42664036961264
2024-03-22 20:00:00+00:00,11909563,4145596,0.34808968221587977,348.08968221587975
2024-03-22 21:00:00+00:00,10409179,3377842,0.3245060921711501,324.5060921711501
2024-03-22 22:00:00+00:00,8794911,2522038,0.2867610598902024,286.7610598902024
2024-03-22 23:00:00+00:00,8298257,2183128,0.2630827172501406,263.0827172501406
2024-03-23 00:00:00+00:00,7782554,1811446,0.23275726708738545,232.75726708738546
2024-03-23 01:00:00+00:00,7770947,1584899,0.20395184782498194,203.95184782498194
2024-03-23 02:00:00+00:00,8064803,1443634,0.17900424846087376,179.00424846087375
2024-03-23 03:00:00+00:00,8808457,1399361,0.15886562198123916,158.86562198123914
2024-03-23 04:00:00+00:00,9269207,1304674,0.1407535725548043,140.7535725548043
2024-03-23 05:00:00+00:00,10021528,1313460,0.13106384575286323,131.06384575286322
2024-03-23 06:00:00+00:00,11789944,1317851,0.11177754533863773,111.77754533863774
2024-03-23 07:00:00+00:00,14591284,1238456,0.08487642348678841,84.87642348678841
2024-03-23 08:00:00+00:00,18277453,1180234,0.0645732203496844,64.57322034968439
2024-03-23 09:00:00+00:00,20247458,1148065,0.05670168571284356,56.701685712843556
2024-03-23 10:00:00+00:00,20865744,1130689,0.054188769880431774,54.18876988043177
2024-03-23 11:00:00+00:00,22106274,1123267,0.050812135957420956,50.812135957420956
2024-03-23 12:00:00+00:00,21194713,1119476,0.052818643970314674,52.818643970314675
2024-03-23 13:00:00+00:00,20584475,1112845,0.05406234552982284,54.06234552982284
2024-03-23 14:00:00+00:00,19514064,1120940,0.05744267314076658,57.44267314076658
2024-03-23 15:00:00+00:00,17985296,1152013,0.06405304644416195,64.05304644416195
2024-03-23 16:00:00+00:00,15708162,1276225,0.08124597900123516,81.24597900123516
2024-03-23 17:00:00+00:00,13318775,1517372,0.11392729436453428,113.92729436453428
2024-03-23 18:00:00+00:00,11555801,1594911,0.13801821267084818,138.0182126708482
2024-03-23 19:00:00+00:00,10707901,1442901,0.13475105905443094,134.75105905443093
2024-03-23 20:00:00+00:00,10921307,1334138,0.12215918845610695,122.15918845610695
2024-03-23 21:00:00+00:00,11130289,1255303,0.1127826060940556,112.78260609405561
2024-03-23 22:00:00+00:00,11741435,1177480,0.10028416458465256,100.28416458465256
2024-03-23 23:00:00+00:00,12260239,1139449,0.09293856343257256,92.93856343257256
2024-03-24 00:00:00+00:00,12440463,1024992,0.08239178879435596,82.39178879435596
2024-03-24 01:00:00+00:00,12269042,1002588,0.08171689362543547,81.71689362543546
2024-03-24 02:00:00+00:00,11850365,1022147,0.08625447401831082,86.25447401831082
2024-03-24 03:00:00+00:00,11329811,1040983,0.09187999693904868,91.87999693904868
2024-03-24 04:00:00+00:00,11638055,1058119,0.09091888636030677,90.91888636030677
2024-03-24 05:00:00+00:00,11514697,1062073,0.09223629592684897,92.23629592684897
2024-03-24 06:00:00+00:00,12216769,1118837,0.09158207051307919,91.58207051307919
2024-03-24 07:00:00+00:00,14696831,1143283,0.07779112381437876,77.79112381437876
2024-03-24 08:00:00+00:00,17416112,1158114,0.06649670144519053,66.49670144519052
2024-03-24 09:00:00+00:00,17642828,1130671,0.06408672124446262,64.08672124446261
2024-03-24 10:00:00+00:00,18196328,1096510,0.06025996014140875,60.25996014140875
2024-03-24 11:00:00+00:00,18622077,1069525,0.057433174613121835,57.433174613121835
2024-03-24 12:00:00+00:00,18731194,1074349,0.057356140777784906,57.35614077778491
2024-03-24 13:00:00+00:00,18841157,1106492,0.05872739131678591,58.727391316785905
2024-03-24 14:00:00+00:00,17936455,1143961,0.06377854486853729,63.77854486853729
2024-03-24 15:00:00+00:00,17587653,1279003,0.07272164171080701,72.72164171080702
2024-03-24 16:00:00+00:00,16491286,1464556,0.08880787101745734,88.80787101745734
2024-03-24 17:00:00+00:00,15039014,1625026,0.10805402535033214,108.05402535033214
2024-03-24 18:00:00+00:00,13816359,1665164,0.12052118796276211,120.52118796276211
2024-03-24 19:00:00+00:00,12646785,1609190,0.12724103398610792,127.24103398610792
2024-03-24 20:00:00+00:00,11509161,1611599,0.14002749635703246,140.02749635703245
2024-03-24 21:00:00+00:00,10538920,1680176,0.15942582351891846,159.42582351891846
2024-03-24 22:00:00+00:00,9440765,1730835,0.18333630802164866,183.33630802164865
2024-03-24 23:00:00+00:00,8235787,1747175,0.21214426745130732,212.14426745130731
2024-03-25 00:00:00+00:00,7859504,1845172,0.2347695223515377,234.7695223515377
2024-03-25 01:00:00+00:00,7602383,1957019,0.2574217847219747,257.4217847219747
2024-03-25 02:00:00+00:00,7391247,2037692,0.2756898802055999,275.68988020559993
2024-03-25 03:00:00+00:00,7821193,2334553,0.2984906522572707,298.4906522572707
2024-03-25 04:00:00+00:00,9610847,3087122,0.321212271925669,321.212271925669
2024-03-25 05:00:00+00:00,11998713,4054303,0.33789482255305214,337.89482255305217
2024-03-25 06:00:00+00:00,14307808,4527371,0.316426597281708,316.42659728170804
2024-03-25 07:00:00+00:00,16947264,4314565,0.2545877021801277,254.5877021801277
2024-03-25 08:00:00+00:00,18502861,3533383,0.1909641433289695,190.9641433289695
2024-03-25 09:00:00+00:00,18571436,2376848,0.12798407188329433,127.98407188329433
2024-03-25 10:00:00+00:00,18497242,2121500,0.11469277419844537,114.69277419844536
2024-03-25 11:00:00+00:00,20152108,2096332,0.10402544488149826,104.02544488149826
2024-03-25 12:00:00+00:00,20137484,2099871,0.10427673089647148,104.27673089647148
2024-03-25 13:00:00+00:00,19507786,2340592,0.11998245213475275,119.98245213475275
