t_h,wind_e_prod_normalized,solar_e_prod_normalized,ambientTemperature_degC,Day-ahead Price [EUR/MWh],house_e_demand_other,house_h_demand_hot_water,building_e_demand_other,building_h_demand,industry_steel_e_demand,industry_steel_h_demand,industry_other_e_demand,industry_other_h_demand,logistics_fleet_e_hgv
5130,0.473843262,0.062250053,17.0500,64.29341667,0.000124184,1.19E-04,6.51648E-05,5.77E-05,1.14E-04,1.14E-04,1.13E-04,1.13E-04,6.18E-05
5131,0.528985569,0.014108317,16.5833,64.29341667,0.000120138,1.53E-04,6.69694E-05,4.90E-05,1.14E-04,1.14E-04,1.12E-04,1.12E-04,6.18E-05
5132,0.51157221,0.004920803,16.4917,64.29341667,0.000120659,1.29E-04,6.93755E-05,4.80E-05,1.14E-04,1.14E-04,1.11E-04,1.11E-04,6.09E-05
5133,0.424505399,0.004042093,16.6500,64.29341667,0.00012182,9.13E-05,6.99369E-05,5.38E-05,1.14E-04,1.14E-04,1.11E-04,1.11E-04,8.52E-05
5134,0.320025242,0.004061613,16.8500,67.62917933,0.000100188,8.99E-05,7.14607E-05,5.12E-05,1.14E-04,1.14E-04,1.09E-04,1.09E-04,0.00011807
5135,0.199582834,0.003996531,16.9417,63.09,7.73145E-05,0.00E+00,6.4443E-05,3.83E-05,1.14E-04,1.14E-04,1.08E-04,1.08E-04,0.00016407
5136,0.116869373,0.003599477,16.8583,29,6.19717E-05,0.00E+00,6.29191E-05,2.99E-05,1.14E-04,1.14E-04,1.06E-04,1.06E-04,0.00024297
5137,0.013840324,0.003586456,16.9083,29,5.5402E-05,0.00E+00,6.21171E-05,2.46E-05,1.14E-04,1.14E-04,1.04E-04,1.04E-04,0.00023019
5138,0,0.00346279,16.9833,29,5.35593E-05,0.00E+00,5.99115E-05,2.59E-05,1.14E-04,1.14E-04,1.07E-04,1.07E-04,0.00023444
5139,0,0.003134609,17.0667,29,5.27581E-05,0.00E+00,5.93902E-05,2.89E-05,1.14E-04,1.14E-04,1.07E-04,1.07E-04,0.00024647
5140,0,0.01512887,17.3667,23.25,5.42804E-05,0.00E+00,6.05131E-05,3.03E-05,1.14E-04,1.14E-04,1.05E-04,1.05E-04,0.00024666
5141,0,0.054682428,18.2333,23.24,6.05697E-05,1.42E-04,6.41623E-05,6.66E-05,1.14E-04,1.14E-04,1.05E-04,1.05E-04,0.00022238
5142,0,0.103333813,19.3833,23.24,7.52314E-05,2.74E-04,8.85039E-05,1.04E-04,1.14E-04,1.14E-04,1.10E-04,1.10E-04,0.00016366
5143,0,0.136425199,19.6667,23.24,9.14153E-05,3.02E-04,0.000124274,7.42E-05,1.14E-04,1.14E-04,1.11E-04,1.11E-04,6.80E-05
5144,0,0.183319758,19.6083,23.24,0.000104755,1.77E-04,0.000140756,5.73E-05,1.14E-04,1.14E-04,1.15E-04,1.15E-04,5.11E-05
5145,0,0.220081514,19.3083,23.24,0.000110403,9.71E-05,0.000147774,5.49E-05,1.14E-04,1.14E-04,1.13E-04,1.13E-04,5.21E-05
5146,0,0.245395842,19.9917,23.24,0.000115571,9.86E-05,0.000151503,4.90E-05,1.14E-04,1.14E-04,1.13E-04,1.13E-04,5.15E-05
5147,0,0.25904586,21.0083,23.24,0.000115331,1.00E-04,0.00014637,4.48E-05,1.14E-04,1.14E-04,1.12E-04,1.12E-04,4.37E-05
5148,0,0.262427706,21.6250,23.24,0.000110804,1.01E-04,0.000149338,4.50E-05,1.14E-04,1.14E-04,1.13E-04,1.13E-04,3.59E-05
5149,0,0.268644731,21.8000,23.24,0.000107559,1.02E-04,0.000150781,4.35E-05,1.14E-04,1.14E-04,1.13E-04,1.13E-04,4.70E-05
5150,0,0.279166081,21.4250,23.25,0.00010135,1.03E-04,0.000146571,4.25E-05,1.14E-04,1.14E-04,1.11E-04,1.11E-04,6.39E-05
5151,0,0.234490852,21.4000,54.5,0.000102311,1.03E-04,0.000128926,4.27E-05,1.14E-04,1.14E-04,1.12E-04,1.12E-04,7.46E-05
5152,0,0.171761661,21.0250,71.09,0.000115811,1.02E-04,9.79277E-05,3.33E-05,1.14E-04,1.14E-04,1.14E-04,1.14E-04,5.88E-05
5153,0,0.109682428,20.1667,71.12,0.000126868,1.02E-04,8.09648E-05,5.63E-05,1.14E-04,1.14E-04,1.15E-04,1.15E-04,5.44E-05
5154,0,0.046679993,19.3333,71.12,0.000130914,1.26E-04,7.57115E-05,5.77E-05,1.14E-04,1.14E-04,1.17E-04,1.17E-04,6.18E-05
5155,0,0.010658073,18.7000,71.12,0.000122622,1.61E-04,7.56313E-05,4.90E-05,1.14E-04,1.14E-04,1.16E-04,1.16E-04,6.18E-05
5156,0,0.003475811,18.0500,71.12,0.000123222,1.35E-04,7.77166E-05,4.80E-05,1.14E-04,1.14E-04,1.15E-04,1.15E-04,6.09E-05
5157,0,0.002011287,17.5333,71.12,0.000126708,9.60E-05,7.32252E-05,5.38E-05,1.14E-04,1.14E-04,1.14E-04,1.14E-04,8.52E-05
5158,0,0.001438494,16.9083,71.12,0.000107239,9.39E-05,6.9576E-05,5.12E-05,1.14E-04,1.14E-04,1.14E-04,1.14E-04,0.00011807
5159,0,0.00085919,16.7167,71.12,7.95578E-05,0.00E+00,6.17161E-05,4.72E-05,1.14E-04,1.14E-04,1.13E-04,1.13E-04,0.00016407
5160,0,0.000618356,16.3750,60.94,6.40148E-05,0.00E+00,6.19166E-05,3.68E-05,1.14E-04,1.14E-04,1.11E-04,1.11E-04,0.00024297
5161,0,0.000611845,16.1167,60.94,5.71246E-05,0.00E+00,6.06735E-05,2.78E-05,1.14E-04,1.14E-04,1.06E-04,1.06E-04,0.00023019
5162,0,0.000611845,16.0167,60.94,5.30786E-05,0.00E+00,5.96709E-05,2.90E-05,1.14E-04,1.14E-04,1.02E-04,1.02E-04,0.00023444
5163,0,0.000736569,16.1500,60.94,5.25177E-05,0.00E+00,6.08339E-05,2.58E-05,1.14E-04,1.14E-04,1.02E-04,1.02E-04,0.00024647
5164,0,0.018572532,16.3583,60.94,5.30786E-05,0.00E+00,6.0473E-05,3.29E-05,1.14E-04,1.14E-04,1.02E-04,1.02E-04,0.00024666
5165,0,0.080961471,16.7333,60.92,5.88872E-05,1.58E-04,6.21171E-05,4.34E-05,1.14E-04,1.14E-04,1.02E-04,1.02E-04,0.00022238
5166,0,0.167286088,16.9750,60.92,7.18664E-05,3.04E-04,8.72206E-05,5.31E-05,1.14E-04,1.14E-04,1.03E-04,1.03E-04,0.00016366
5167,0,0.252458394,17.8750,60.92,8.5767E-05,3.41E-04,0.000125718,4.82E-05,1.14E-04,1.14E-04,1.04E-04,1.04E-04,6.80E-05
5168,0,0.371335345,18.5917,60.92,9.70236E-05,2.03E-04,0.000140957,8.88E-05,1.14E-04,1.14E-04,1.05E-04,1.05E-04,5.11E-05
5169,0,0.437990115,19.4333,60.83,9.87061E-05,1.16E-04,0.000148816,7.89E-05,1.14E-04,1.14E-04,1.04E-04,1.04E-04,5.21E-05
5170,0,0.476375645,19.9500,51.97,9.83055E-05,1.20E-04,0.000151984,6.42E-05,1.14E-04,1.14E-04,1.01E-04,1.01E-04,5.15E-05
5171,0,0.522677522,20.1833,51.97,9.82254E-05,1.23E-04,0.000145207,5.21E-05,1.14E-04,1.14E-04,9.81E-05,9.81E-05,4.37E-05
5172,0,0.528073055,20.3750,51.96,9.84658E-05,1.26E-04,0.000148175,4.70E-05,1.14E-04,1.14E-04,9.91E-05,9.91E-05,3.59E-05
5173,0,0.472439658,20.9083,50.06,9.35385E-05,1.28E-04,0.000148576,4.80E-05,1.14E-04,1.14E-04,9.68E-05,9.68E-05,4.70E-05
5174,0,0.392818641,20.6583,53.87277338,9.29776E-05,1.30E-04,0.000143202,4.21E-05,1.14E-04,1.14E-04,9.74E-05,9.74E-05,6.39E-05
5175,0,0.294438494,20.4333,53.87277338,9.62625E-05,1.30E-04,0.000126159,4.79E-05,1.14E-04,1.14E-04,9.87E-05,9.87E-05,7.46E-05
5176,0,0.223607913,20.0583,64.29341667,0.000107239,1.29E-04,9.52409E-05,5.49E-05,1.14E-04,1.14E-04,1.01E-04,1.01E-04,5.88E-05
5177,0,0.121158762,19.4083,73.17,0.000119617,1.27E-04,7.91201E-05,5.98E-05,1.14E-04,1.14E-04,1.07E-04,1.07E-04,5.44E-05
5178,0,0.050916645,18.1833,73.17,0.000124624,1.53E-04,7.41876E-05,4.52E-05,1.14E-04,1.14E-04,1.09E-04,1.09E-04,6.18E-05
5179,0,0.013855946,17.0833,73.17,0.000120739,1.89E-04,7.54709E-05,5.39E-05,1.14E-04,1.14E-04,1.10E-04,1.10E-04,6.18E-05
5180,0,0.005845075,16.4000,73.17,0.000119737,1.59E-04,8.19673E-05,5.58E-05,1.14E-04,1.14E-04,1.11E-04,1.11E-04,6.09E-05
5181,0,0.004113687,15.7917,73.17,0.00012138,1.14E-04,7.42277E-05,4.59E-05,1.14E-04,1.14E-04,1.12E-04,1.12E-04,8.52E-05
5182,0.057373715,0.00382729,15.2583,73.17,0.000103874,1.09E-04,6.66486E-05,4.68E-05,1.14E-04,1.14E-04,1.11E-04,1.11E-04,0.00011807
5183,0.080591532,0.003736165,14.7750,73.17,7.92774E-05,0.00E+00,5.99917E-05,3.66E-05,1.14E-04,1.14E-04,1.11E-04,1.11E-04,0.00016407
5184,0.041411477,0.003736165,14.7583,61.23,6.34139E-05,0.00E+00,5.97511E-05,3.41E-05,1.14E-04,1.14E-04,1.11E-04,1.11E-04,0.00024297
5185,0.109613807,0.003716633,14.7000,61.23,5.61631E-05,0.00E+00,5.83075E-05,2.77E-05,1.14E-04,1.14E-04,1.10E-04,1.10E-04,0.00023019
5186,0,0.003215445,14.4250,60.92,5.37195E-05,0.00E+00,5.70643E-05,2.98E-05,1.14E-04,1.14E-04,1.10E-04,1.10E-04,0.00023444
5187,0,0.002952358,14.4667,61.23,5.25177E-05,0.00E+00,5.78664E-05,2.72E-05,1.14E-04,1.14E-04,1.10E-04,1.10E-04,0.00024647
5188,0,0.009605418,14.5750,61.23,5.26379E-05,0.00E+00,5.86684E-05,2.80E-05,1.14E-04,1.14E-04,1.09E-04,1.09E-04,0.00024666
5189,0,0.037952584,15.1500,61.23,5.90074E-05,1.64E-04,6.20369E-05,2.80E-05,1.14E-04,1.14E-04,1.10E-04,1.10E-04,0.00022238
5190,0.098004892,0.083749341,16.2667,60.92,7.59524E-05,3.15E-04,8.77419E-05,5.23E-05,1.14E-04,1.14E-04,1.08E-04,1.08E-04,0.00016366
5191,0.073335967,0.155963716,17.0500,55.7,9.33782E-05,3.55E-04,0.000125397,4.27E-05,1.14E-04,1.14E-04,1.11E-04,1.11E-04,6.80E-05
5192,0.05011815,0.248155602,17.7917,50.66,0.000100669,2.13E-04,0.000141759,6.33E-05,1.14E-04,1.14E-04,1.13E-04,1.13E-04,5.11E-05
5193,0.093651556,0.399693929,17.9500,50.65,0.000100028,1.23E-04,0.000147052,6.38E-05,1.14E-04,1.14E-04,1.12E-04,1.12E-04,5.21E-05
5194,0.276491837,0.51299147,17.9833,50.65,9.93871E-05,1.27E-04,0.000151463,5.71E-05,1.14E-04,1.14E-04,1.14E-04,1.14E-04,5.15E-05
5195,0.414347619,0.562704586,18.4333,50.65,0.000100028,1.32E-04,0.00014629,4.39E-05,1.14E-04,1.14E-04,1.10E-04,1.10E-04,4.37E-05
5196,0.439016543,0.553376904,18.9167,50.64,9.77046E-05,1.35E-04,0.000149819,4.69E-05,1.14E-04,1.14E-04,1.10E-04,1.10E-04,3.59E-05
5197,0.473843262,0.494456932,19.0500,29.15,9.30578E-05,1.38E-04,0.000149498,4.67E-05,1.14E-04,1.14E-04,1.10E-04,1.10E-04,4.70E-05
5198,0.396934245,0.435665475,19.2167,53.87277338,8.781E-05,1.39E-04,0.000144205,4.25E-05,1.14E-04,1.14E-04,1.13E-04,1.13E-04,6.39E-05
5199,0.391129801,0.309750457,19.0750,64.29341667,9.33782E-05,1.40E-04,0.000127803,3.56E-05,1.14E-04,1.14E-04,1.13E-04,1.13E-04,7.46E-05
5200,0.405640932,0.193640394,18.2417,64.29341667,0.000112567,1.38E-04,0.000100975,4.43E-05,1.14E-04,1.14E-04,1.16E-04,1.16E-04,5.88E-05
5201,0.292454089,0.108784828,16.9167,64.29341667,0.000123663,1.36E-04,9.06292E-05,5.05E-05,1.14E-04,1.14E-04,1.16E-04,1.16E-04,5.44E-05
5202,0.246018454,0.0530916,15.1500,64.29341667,0.000125265,1.62E-04,8.77419E-05,5.36E-05,1.14E-04,1.14E-04,1.16E-04,1.16E-04,6.18E-05
5203,0.346145288,0.013211833,14.2000,67.62917933,0.000122221,2.00E-04,8.50551E-05,5.46E-05,1.14E-04,1.14E-04,1.19E-04,1.19E-04,6.18E-05
5204,0.456429903,0.005194178,13.6917,67.62917933,0.000123903,1.68E-04,8.69399E-05,5.24E-05,1.14E-04,1.14E-04,1.17E-04,1.17E-04,6.09E-05
5205,0.492707729,0.003924926,13.1667,64.29341667,0.000123022,1.20E-04,8.08846E-05,5.24E-05,1.14E-04,1.14E-04,1.17E-04,1.17E-04,8.52E-05
5206,0.439016543,0.003892384,12.7583,64.29341667,0.000106878,1.14E-04,7.25435E-05,5.24E-05,1.14E-04,1.14E-04,1.16E-04,1.16E-04,0.00011807
5207,0.495609958,0.003723144,12.1333,64.29341667,8.11201E-05,0.00E+00,6.8012E-05,3.83E-05,1.14E-04,1.14E-04,1.16E-04,1.16E-04,0.00016407
5208,0.45788101,0.003397695,11.6833,60.92,6.33338E-05,0.00E+00,7.12602E-05,2.99E-05,1.14E-04,1.14E-04,1.15E-04,1.15E-04,0.00024297
5209,0.386776451,0.00313083,11.5167,60.92,5.69643E-05,0.00E+00,7.02978E-05,2.46E-05,1.14E-04,1.14E-04,1.16E-04,1.16E-04,0.00023019
5210,0.3258297,0.002870465,11.3833,53.64,5.40801E-05,0.00E+00,6.92151E-05,2.59E-05,1.14E-04,1.14E-04,1.17E-04,1.17E-04,0.00023444
5211,0.343243059,0.002505964,11.1167,51.62,5.41602E-05,0.00E+00,6.92953E-05,2.89E-05,1.14E-04,1.14E-04,1.17E-04,1.17E-04,0.00024647
5212,0.317123013,0.017662326,11.5583,50.45,5.55623E-05,0.00E+00,6.86937E-05,3.03E-05,1.14E-04,1.14E-04,1.12E-04,1.12E-04,0.00024666
5213,0.302611883,0.083073649,13.8000,50.45,6.11305E-05,1.37E-04,7.00973E-05,6.66E-05,1.14E-04,1.14E-04,1.13E-04,1.13E-04,0.00022238
5214,0.340340831,0.173215718,16.0833,50.44,7.36691E-05,2.65E-04,9.32358E-05,1.04E-04,1.14E-04,1.14E-04,1.18E-04,1.18E-04,0.00016366
5215,0.415798726,0.273872342,17.7833,50.44,8.83708E-05,2.91E-04,0.000129608,7.42E-05,1.14E-04,1.14E-04,1.20E-04,1.20E-04,6.80E-05
5216,0.42595652,0.382581918,18.6333,50.44,9.95874E-05,1.69E-04,0.000143964,5.73E-05,1.14E-04,1.14E-04,1.21E-04,1.21E-04,5.11E-05
5217,0.296807425,0.436366199,19.0667,50.44,0.000104435,9.17E-05,0.00015014,5.49E-05,1.14E-04,1.14E-04,1.18E-04,1.18E-04,5.21E-05
5218,0.192327268,0.453902079,19.6500,50.44,0.000105636,9.26E-05,0.000152827,4.90E-05,1.14E-04,1.14E-04,1.18E-04,1.18E-04,5.15E-05
5219,0.248920683,0.455882096,19.7583,50.44,0.000106077,9.35E-05,0.000145889,4.48E-05,1.14E-04,1.14E-04,1.18E-04,1.18E-04,4.37E-05
5220,0.253274033,0.460613877,20.1333,50.44,9.9988E-05,9.43E-05,0.000149258,4.50E-05,1.14E-04,1.14E-04,1.20E-04,1.20E-04,3.59E-05
5221,0.216996193,0.437444648,20.0083,50.44,9.60622E-05,9.49E-05,0.000149899,4.35E-05,1.14E-04,1.14E-04,1.20E-04,1.20E-04,4.70E-05
5222,0.166207222,0.357857289,20.2083,50.45,9.49806E-05,9.52E-05,0.000145087,4.25E-05,1.14E-04,1.14E-04,1.21E-04,1.21E-04,6.39E-05
5223,0.154598321,0.25952691,19.9250,61.64,9.88263E-05,9.52E-05,0.000128766,4.27E-05,1.14E-04,1.14E-04,1.20E-04,1.20E-04,7.46E-05
5224,0.215545086,0.21485641,19.9750,64.29341667,0.00011493,9.50E-05,9.89302E-05,3.33E-05,1.14E-04,1.14E-04,1.20E-04,1.20E-04,5.88E-05
5225,0.134282732,0.136165368,19.0333,64.29341667,0.000122662,9.44E-05,8.2248E-05,5.63E-05,1.14E-04,1.14E-04,1.21E-04,1.21E-04,5.44E-05
5226,0.016742552,0.05087088,16.9917,73.72,0.000122622,1.19E-04,7.86389E-05,5.77E-05,1.14E-04,1.14E-04,1.21E-04,1.21E-04,6.18E-05
5227,0,0.008203481,14.7167,73.72,0.000117414,1.53E-04,7.94008E-05,4.90E-05,1.14E-04,1.14E-04,1.22E-04,1.22E-04,6.18E-05
5228,0,0.003202424,13.3417,73.72,0.000120458,1.28E-04,8.52556E-05,4.80E-05,1.14E-04,1.14E-04,1.22E-04,1.22E-04,6.09E-05
5229,0,0.002675193,12.6833,73.71,0.000124104,9.09E-05,7.96414E-05,5.38E-05,1.14E-04,1.14E-04,1.21E-04,1.21E-04,8.52E-05
5230,0,0.002655673,12.1250,67.62917933,0.000104955,8.96E-05,7.28643E-05,5.12E-05,1.14E-04,1.14E-04,1.19E-04,1.19E-04,0.00011807
5231,0.125576046,0.002512475,11.5667,64.29341667,8.11601E-05,0.00E+00,6.67689E-05,3.83E-05,1.14E-04,1.14E-04,1.18E-04,1.18E-04,0.00016407
5232,0.305514112,0.002239099,10.9833,64.29341667,6.45355E-05,0.00E+00,6.67288E-05,2.99E-05,1.14E-04,1.14E-04,1.18E-04,1.18E-04,0.00024297
5233,0.359205298,0.002232589,10.6583,64.29341667,5.75652E-05,0.00E+00,6.46435E-05,2.46E-05,1.14E-04,1.14E-04,1.15E-04,1.15E-04,0.00023019
5234,0.359205298,0.00190063,10.5333,64.29341667,5.44807E-05,0.00E+00,6.46435E-05,2.59E-05,1.14E-04,1.14E-04,1.16E-04,1.16E-04,0.00023444
5235,0.405640932,0.000872211,10.4417,64.29341667,5.33189E-05,0.00E+00,6.49242E-05,2.89E-05,1.14E-04,1.14E-04,1.16E-04,1.16E-04,0.00024647
5236,0.465136576,0.0108542,11.1417,64.29341667,5.50815E-05,0.00E+00,6.51247E-05,3.03E-05,1.14E-04,1.14E-04,1.15E-04,1.15E-04,0.00024666
5237,0.468038804,0.067309493,13.5917,64.29341667,6.07299E-05,1.37E-04,7.16212E-05,6.66E-05,1.14E-04,1.14E-04,1.15E-04,1.15E-04,0.00022238
5238,0.485452164,0.173817738,15.9333,60.92,7.33085E-05,2.64E-04,9.49201E-05,1.04E-04,1.14E-04,1.14E-04,1.11E-04,1.11E-04,0.00016366
5239,0.539143364,0.268319912,17.4833,60.94,8.72091E-05,2.91E-04,0.000127964,7.42E-05,1.14E-04,1.14E-04,1.14E-04,1.14E-04,6.80E-05
5240,0.602992357,0.34993266,18.8417,60.92,0.00010111,1.69E-04,0.000141197,5.73E-05,1.14E-04,1.14E-04,1.17E-04,1.17E-04,5.11E-05
5241,0.633465726,0.422594404,19.8500,53.87277338,0.000104835,9.16E-05,0.00014637,5.49E-05,1.14E-04,1.14E-04,1.15E-04,1.15E-04,5.21E-05
5242,0.616052367,0.467643947,20.4917,0,0.000105837,9.25E-05,0.00015038,4.90E-05,1.14E-04,1.14E-04,1.17E-04,1.17E-04,5.15E-05
5243,0.710374743,0.493968873,21.1667,0,0.000105316,9.34E-05,0.000144726,4.48E-05,1.14E-04,1.14E-04,1.15E-04,1.15E-04,4.37E-05
5244,0.875801665,0.500935309,21.4917,0,0.000100188,9.42E-05,0.000146932,4.50E-05,1.14E-04,1.14E-04,1.14E-04,1.14E-04,3.59E-05
5245,0.888861688,0.474826411,21.9917,0,9.62625E-05,9.48E-05,0.000145729,4.35E-05,1.14E-04,1.14E-04,1.14E-04,1.14E-04,4.70E-05
5246,0.997695195,0.406857206,22.0750,0,9.41794E-05,9.51E-05,0.000136826,4.25E-05,1.14E-04,1.14E-04,1.17E-04,1.17E-04,6.39E-05
5247,0.957064018,0.356349341,21.8417,0,9.91868E-05,9.52E-05,0.000122349,4.27E-05,1.14E-04,1.14E-04,1.14E-04,1.14E-04,7.46E-05
5248,0.854034969,0.260023227,21.4167,53.87277338,0.00011453,9.49E-05,9.81282E-05,3.33E-05,1.14E-04,1.14E-04,1.16E-04,1.16E-04,5.88E-05
5249,0.811952671,0.144805358,20.0667,60.92,0.000122822,9.44E-05,8.66993E-05,5.63E-05,1.14E-04,1.14E-04,1.21E-04,1.21E-04,5.44E-05
5250,0.682803589,0.048504645,18.0000,64.29341667,0.000121059,1.19E-04,8.301E-05,5.77E-05,1.14E-04,1.14E-04,1.20E-04,1.20E-04,6.18E-05
5251,0.587030106,0.002690258,16.3417,64.29341667,0.000116813,1.53E-04,8.04435E-05,4.90E-05,1.14E-04,1.14E-04,1.21E-04,1.21E-04,6.18E-05
5252,0.598639007,0.000201782,15.6333,64.29341667,0.000122381,1.28E-04,8.06841E-05,4.80E-05,1.14E-04,1.14E-04,1.18E-04,1.18E-04,6.09E-05
5253,0.547850036,0.000195271,14.8417,64.29341667,0.000127669,9.09E-05,7.93206E-05,5.38E-05,1.14E-04,1.14E-04,1.14E-04,1.14E-04,8.52E-05
5254,0.549301158,0.000195271,14.7833,64.29341667,0.000111725,8.96E-05,7.42678E-05,5.12E-05,1.14E-04,1.14E-04,1.14E-04,1.14E-04,0.00011807
5255,0.576872311,0.000195271,14.6333,64.29341667,8.40845E-05,0.00E+00,6.58465E-05,3.83E-05,1.14E-04,1.14E-04,1.13E-04,1.13E-04,0.00016407
5256,0.671194674,0.00018225,14.8250,60.82,6.74198E-05,0.00E+00,6.58866E-05,2.99E-05,1.14E-04,1.14E-04,1.12E-04,1.12E-04,0.00024297
5257,0.668292459,0.000169229,14.7750,60.81,5.90074E-05,0.00E+00,6.37212E-05,2.46E-05,1.14E-04,1.14E-04,1.17E-04,1.17E-04,0.00023019
5258,0.589932334,0.000169229,14.4750,60.81,5.55623E-05,0.00E+00,6.30394E-05,2.59E-05,1.14E-04,1.14E-04,1.16E-04,1.16E-04,0.00023444
5259,0.547850036,0.000169229,14.0333,60.81,5.50815E-05,0.00E+00,6.22775E-05,2.89E-05,1.14E-04,1.14E-04,1.16E-04,1.16E-04,0.00024647
5260,0.508669981,0.01353986,14.1417,60.8,5.48011E-05,0.00E+00,6.21171E-05,3.03E-05,1.14E-04,1.14E-04,1.12E-04,1.12E-04,0.00024666
5261,0.463685468,0.073266009,15.6833,50.51,5.60029E-05,1.37E-04,5.83476E-05,6.66E-05,1.14E-04,1.14E-04,1.10E-04,1.10E-04,0.00022238
5262,0.337438602,0.166351539,16.9500,41.41,6.53768E-05,2.64E-04,6.03527E-05,1.04E-04,1.14E-04,1.14E-04,1.11E-04,1.11E-04,0.00016366
5263,0.273589622,0.253946347,18.0417,33.87,8.45251E-05,2.91E-04,7.06587E-05,7.42E-05,1.14E-04,1.14E-04,1.13E-04,1.13E-04,6.80E-05
5264,0.292454089,0.327659023,19.0583,29.17,9.88263E-05,1.69E-04,7.87191E-05,5.73E-05,1.14E-04,1.14E-04,1.14E-04,1.14E-04,5.11E-05
5265,0.341791938,0.393929547,19.6333,29.15,0.000106958,9.15E-05,8.44135E-05,5.49E-05,1.14E-04,1.14E-04,1.13E-04,1.13E-04,5.21E-05
5266,0.439016543,0.433478436,19.7750,29.14,0.000111165,9.24E-05,8.45338E-05,4.90E-05,1.14E-04,1.14E-04,1.12E-04,1.12E-04,5.15E-05
5267,0.498512187,0.512492313,19.5750,0,0.000113288,9.33E-05,8.32907E-05,4.48E-05,1.14E-04,1.14E-04,1.12E-04,1.12E-04,4.37E-05
5268,0.484001056,0.515274694,19.2417,0,0.000110283,9.41E-05,8.02831E-05,4.50E-05,1.14E-04,1.14E-04,1.11E-04,1.11E-04,3.59E-05
5269,0.517376668,0.490856992,18.3833,7.617993944,0.000107038,9.47E-05,7.96815E-05,4.35E-05,1.14E-04,1.14E-04,1.08E-04,1.08E-04,4.70E-05
5270,0.459332132,0.447894048,17.5250,29.15,0.000101871,9.51E-05,7.78369E-05,4.25E-05,1.14E-04,1.14E-04,1.11E-04,1.11E-04,6.39E-05
5271,0.264882935,0.372368148,16.8750,41.39,0.000104435,9.51E-05,7.60323E-05,4.27E-05,1.14E-04,1.14E-04,1.15E-04,1.15E-04,7.46E-05
5272,0.093651556,0.2346964,16.6000,51.65,0.000116773,9.48E-05,7.25034E-05,3.33E-05,1.14E-04,1.14E-04,1.14E-04,1.14E-04,5.88E-05
5273,0.005133637,0.145835357,16.2833,60.92,0.000122421,9.43E-05,6.96562E-05,5.63E-05,1.14E-04,1.14E-04,1.15E-04,1.15E-04,5.44E-05
5274,0,0.049330486,15.8833,60.92,0.000125185,1.19E-04,6.74105E-05,5.77E-05,1.14E-04,1.14E-04,1.16E-04,1.16E-04,6.18E-05
5275,0,0.002406843,15.2000,60.92,0.000125065,1.52E-04,6.82125E-05,4.90E-05,1.14E-04,1.14E-04,1.15E-04,1.15E-04,6.18E-05
5276,0,0.000312427,14.7667,60.92,0.000123383,1.28E-04,7.14206E-05,4.80E-05,1.14E-04,1.14E-04,1.15E-04,1.15E-04,6.09E-05
5277,0,0.000169229,14.7333,60.92,0.000122021,9.08E-05,7.3145E-05,5.38E-05,1.14E-04,1.14E-04,1.16E-04,1.16E-04,8.52E-05
5278,0,0.000169229,14.6083,60.92,0.000109362,8.95E-05,7.04582E-05,5.12E-05,1.14E-04,1.14E-04,1.15E-04,1.15E-04,0.00011807
5279,0,0.000169229,14.7000,60.92,8.55266E-05,0.00E+00,6.25181E-05,3.83E-05,1.14E-04,1.14E-04,1.15E-04,1.15E-04,0.00016407
5280,0,0.000169229,14.5250,60.83,6.73797E-05,0.00E+00,6.11948E-05,2.99E-05,1.14E-04,1.14E-04,1.13E-04,1.13E-04,0.00024297
5281,0.045764814,0.000169229,14.3167,60.83,5.95281E-05,0.00E+00,5.84278E-05,2.46E-05,1.14E-04,1.14E-04,1.14E-04,1.14E-04,0.00023019
5282,0.195229497,0.00017574,14.2583,60.83,5.5362E-05,0.00E+00,5.68638E-05,2.59E-05,1.14E-04,1.14E-04,1.14E-04,1.14E-04,0.00023444
5283,0.248920683,0.00017574,14.1333,60.83,5.39599E-05,0.00E+00,5.71445E-05,2.89E-05,1.14E-04,1.14E-04,1.14E-04,1.14E-04,0.00024647
5284,0.309867448,0.010505988,14.3000,60.83,5.30786E-05,0.00E+00,5.97511E-05,3.03E-05,1.14E-04,1.14E-04,1.14E-04,1.14E-04,0.00024666
5285,0.427407628,0.032134894,14.8500,51.63,5.49614E-05,1.37E-04,5.6543E-05,6.66E-05,1.14E-04,1.14E-04,1.15E-04,1.15E-04,0.00022238
5286,0.440467651,0.050988606,15.4667,41.42,6.10103E-05,2.64E-04,5.74653E-05,1.04E-04,1.14E-04,1.14E-04,1.17E-04,1.17E-04,0.00016366
5287,0.267785164,0.079604218,16.4167,29.02,7.5632E-05,2.90E-04,6.29592E-05,7.42E-05,1.14E-04,1.14E-04,1.18E-04,1.18E-04,6.80E-05
5288,0.412896497,0.116097838,17.2250,28.97,9.60221E-05,1.69E-04,6.76511E-05,5.73E-05,1.14E-04,1.14E-04,1.20E-04,1.20E-04,5.11E-05
5289,0.388227572,0.118219211,18.2583,28.97,0.000110403,9.15E-05,7.14206E-05,5.49E-05,1.14E-04,1.14E-04,1.20E-04,1.20E-04,5.21E-05
5290,0.417249834,0.108003267,18.9667,28.97,0.000117534,9.24E-05,7.28242E-05,4.90E-05,1.14E-04,1.14E-04,1.18E-04,1.18E-04,5.15E-05
