t_h,wind_e_prod_normalized,solar_e_prod_normalized,ambientTemperature_degC,Day-ahead Price [EUR/MWh],house_e_demand_other,house_h_demand_hot_water,building_e_demand_other,building_h_demand,industry_steel_e_demand,industry_steel_h_demand,industry_other_e_demand,industry_other_h_demand,logistics_fleet_e_hgv
2079,0,0.125717928,17.0917,53.87277338,0.000122782,1.14E-04,9.99729E-05,1.34E-04,1.14E-04,1.14E-04,1.33E-04,1.33E-04,7.46E-05
2080,0,0.081326637,15.7333,53.87277338,0.000133357,1.14E-04,9.59627E-05,1.08E-04,1.14E-04,1.14E-04,1.35E-04,1.35E-04,5.88E-05
2081,0,0.040209505,13.1250,53.87277338,0.000166446,1.13E-04,8.90252E-05,8.13E-05,1.14E-04,1.14E-04,1.39E-04,1.39E-04,5.44E-05
2082,0,0.017355471,12.2333,53.87277338,0.000178264,1.42E-04,8.39724E-05,7.61E-05,1.14E-04,1.14E-04,1.38E-04,1.38E-04,6.18E-05
2083,0,0.007752216,11.4083,64.29341667,0.000200297,1.83E-04,8.91455E-05,8.41E-05,1.14E-04,1.14E-04,1.38E-04,1.38E-04,6.18E-05
2084,0,0.005252762,11.0417,64.29341667,0.00018924,1.54E-04,8.72607E-05,7.77E-05,1.14E-04,1.14E-04,1.39E-04,1.39E-04,6.09E-05
2085,0,0.004315469,10.6333,53.87277338,0.000168009,1.09E-04,8.47744E-05,5.82E-05,1.14E-04,1.14E-04,1.39E-04,1.39E-04,8.52E-05
2086,0,0.004243864,10.3250,53.87277338,0.000149461,1.07E-04,8.17668E-05,5.12E-05,1.14E-04,1.14E-04,1.38E-04,1.38E-04,0.00011807
2087,0,0.004224344,10.0583,45.87442511,0.000122421,0.00E+00,7.93607E-05,3.83E-05,1.14E-04,1.14E-04,1.37E-04,1.37E-04,0.00016407
2088,0,0.004113687,9.9250,7.617993944,8.90118E-05,0.00E+00,7.5511E-05,2.99E-05,1.14E-04,1.14E-04,1.35E-04,1.35E-04,0.00024297
2089,0,0.003970488,9.9833,2.33,6.81008E-05,0.00E+00,7.77968E-05,2.46E-05,1.14E-04,1.14E-04,1.34E-04,1.34E-04,0.00023019
2090,0,0.003684092,10.0917,2.33,5.69243E-05,0.00E+00,7.24633E-05,2.59E-05,1.14E-04,1.14E-04,1.31E-04,1.31E-04,0.00023444
2091,0,0.002701236,10.2083,2.32,5.29183E-05,0.00E+00,7.1541E-05,3.48E-05,1.14E-04,1.14E-04,1.28E-04,1.28E-04,0.00024647
2092,0,0.00122369,10.2917,2.33,5.25177E-05,0.00E+00,7.27039E-05,5.49E-05,1.14E-04,1.14E-04,1.30E-04,1.30E-04,0.00024666
2093,0,0.010784519,10.5333,2.33,5.49213E-05,1.65E-04,7.35059E-05,8.03E-05,1.14E-04,1.14E-04,1.31E-04,1.31E-04,0.00022238
2094,0,0.081907247,10.9333,2.32,6.63382E-05,3.17E-04,7.05384E-05,1.56E-04,1.14E-04,1.14E-04,1.32E-04,1.32E-04,0.00016366
2095,0,0.199872746,11.5333,2.32,8.85311E-05,3.49E-04,6.9977E-05,1.51E-04,1.14E-04,1.14E-04,1.35E-04,1.35E-04,6.80E-05
2096,0,0.316657574,11.9083,2.31,0.000115211,2.03E-04,7.44283E-05,1.62E-04,1.14E-04,1.14E-04,1.37E-04,1.37E-04,5.11E-05
2097,0,0.413390899,12.2000,2.31,0.000137644,1.10E-04,7.83181E-05,1.78E-04,1.14E-04,1.14E-04,1.35E-04,1.35E-04,5.21E-05
2098,0,0.496571035,12.5000,2.32,0.000146978,1.11E-04,8.00826E-05,1.76E-04,1.14E-04,1.14E-04,1.32E-04,1.32E-04,5.15E-05
2099,0,0.529670797,12.9000,2.32,0.000149862,1.12E-04,8.16866E-05,1.77E-04,1.14E-04,1.14E-04,1.31E-04,1.31E-04,4.37E-05
2100,0,0.523522668,13.2000,2.83,0.00014886,1.13E-04,8.18069E-05,1.78E-04,1.14E-04,1.14E-04,1.26E-04,1.26E-04,3.59E-05
2101,0,0.475876417,13.3500,2.83,0.000137644,1.14E-04,7.7877E-05,1.68E-04,1.14E-04,1.14E-04,1.24E-04,1.24E-04,4.70E-05
2102,0,0.391271415,13.4917,2.83,0.000129832,1.14E-04,7.45887E-05,1.51E-04,1.14E-04,1.14E-04,1.23E-04,1.23E-04,6.39E-05
2103,0,0.277967257,13.5833,2.85,0.000130714,1.14E-04,7.09394E-05,1.28E-04,1.14E-04,1.14E-04,1.24E-04,1.24E-04,7.46E-05
2104,0,0.154718926,13.3917,2.83,0.000159156,1.14E-04,6.7611E-05,1.02E-04,1.14E-04,1.14E-04,1.27E-04,1.27E-04,5.88E-05
2105,0,0.049060295,12.8500,53.87277338,0.000170653,1.13E-04,6.58465E-05,7.40E-05,1.14E-04,1.14E-04,1.28E-04,1.28E-04,5.44E-05
2106,0,0.008435666,12.4667,53.87277338,0.000179466,1.42E-04,6.58866E-05,6.94E-05,1.14E-04,1.14E-04,1.30E-04,1.30E-04,6.18E-05
2107,0,0.005415492,12.2500,53.87277338,0.00018247,1.83E-04,7.0378E-05,7.71E-05,1.14E-04,1.14E-04,1.31E-04,1.31E-04,6.18E-05
2108,0,0.004419615,11.7333,53.87277338,0.000172856,1.54E-04,7.18217E-05,6.99E-05,1.14E-04,1.14E-04,1.29E-04,1.29E-04,6.09E-05
2109,0,0.004439135,11.5833,53.87277338,0.000149662,1.09E-04,6.88141E-05,5.38E-05,1.14E-04,1.14E-04,1.30E-04,1.30E-04,8.52E-05
2110,0,0.004282927,11.3667,53.87277338,0.000111806,1.07E-04,6.73704E-05,5.12E-05,1.14E-04,1.14E-04,1.31E-04,1.31E-04,0.00011807
2111,0,0.003508352,11.2083,27.3165259,9.31379E-05,0.00E+00,6.30795E-05,3.83E-05,1.14E-04,1.14E-04,1.24E-04,1.24E-04,0.00016407
2112,0,0.003104788,11.1583,7.617993944,6.13308E-05,0.00E+00,6.27186E-05,2.99E-05,1.14E-04,1.14E-04,1.22E-04,1.22E-04,0.00024297
2113,0,0.001549139,11.3333,2.32,5.33189E-05,0.00E+00,6.31197E-05,2.46E-05,1.14E-04,1.14E-04,1.15E-04,1.15E-04,0.00023019
2114,0,0.001347368,11.2750,2.32,5.09554E-05,0.00E+00,6.43227E-05,2.59E-05,1.14E-04,1.14E-04,1.09E-04,1.09E-04,0.00023444
2115,0,0.001288785,11.1333,2.32,5.04347E-05,0.00E+00,6.56059E-05,2.89E-05,1.14E-04,1.14E-04,1.05E-04,1.05E-04,0.00024647
2116,0,0.001060972,11.2750,2.32,5.39198E-05,0.00E+00,7.1942E-05,3.03E-05,1.14E-04,1.14E-04,1.03E-04,1.03E-04,0.00024666
2117,0,0.014079957,11.6750,2.32,7.17462E-05,1.70E-04,8.46942E-05,6.66E-05,1.14E-04,1.14E-04,1.05E-04,1.05E-04,0.00022238
2118,0,0.086194939,12.8583,2.32,9.95073E-05,3.27E-04,0.00012636,1.12E-04,1.14E-04,1.14E-04,1.06E-04,1.06E-04,0.00016366
2119,0,0.186377557,14.3000,4.98,0.000103473,3.61E-04,0.000182983,1.14E-04,1.14E-04,1.14E-04,1.07E-04,1.07E-04,6.80E-05
2120,0,0.310797018,16.0250,2.32,0.000134119,2.11E-04,0.000203916,1.31E-04,1.14E-04,1.14E-04,1.07E-04,1.07E-04,5.11E-05
2121,0,0.411391707,17.6250,2.32,0.000129071,1.16E-04,0.000215104,1.47E-04,1.14E-04,1.14E-04,1.07E-04,1.07E-04,5.21E-05
2122,0,0.490286028,18.8500,2.31,0.000123503,1.18E-04,0.000217069,1.44E-04,1.14E-04,1.14E-04,1.04E-04,1.04E-04,5.15E-05
2123,0,0.512231068,19.6417,2.3,0.000130113,1.19E-04,0.000198703,1.44E-04,1.14E-04,1.14E-04,1.01E-04,1.01E-04,4.37E-05
2124,0,0.492940941,20.1417,2.3,0.000125666,1.21E-04,0.000205319,1.47E-04,1.14E-04,1.14E-04,1.00E-04,1.00E-04,3.59E-05
2125,0,0.404933361,20.3417,2.32,0.000116893,1.22E-04,0.000206322,1.38E-04,1.14E-04,1.14E-04,1.00E-04,1.00E-04,4.70E-05
2126,0,0.295428692,20.2917,11.9,0.000119136,1.23E-04,0.000194171,1.21E-04,1.14E-04,1.14E-04,9.87E-05,9.87E-05,6.39E-05
2127,0,0.229009136,19.9000,11.91,0.00012134,1.23E-04,0.000160606,9.91E-05,1.14E-04,1.14E-04,9.94E-05,9.94E-05,7.46E-05
2128,0,0.141890792,19.2500,14.53,0.000140688,1.22E-04,0.000112845,6.78E-05,1.14E-04,1.14E-04,9.97E-05,9.97E-05,5.88E-05
2129,0,0.055745028,16.4833,53.87277338,0.000159436,1.21E-04,9.17922E-05,5.63E-05,1.14E-04,1.14E-04,1.03E-04,1.03E-04,5.44E-05
2130,0,0.017977854,14.7917,53.87277338,0.000164123,1.51E-04,9.18724E-05,5.77E-05,1.14E-04,1.14E-04,1.06E-04,1.06E-04,6.18E-05
2131,0,0.007693632,14.1417,53.87277338,0.000174418,1.92E-04,0.000109397,4.90E-05,1.14E-04,1.14E-04,1.06E-04,1.06E-04,6.18E-05
2132,0,0.004556303,14.0167,53.87277338,0.000176261,1.62E-04,0.000104424,4.80E-05,1.14E-04,1.14E-04,1.07E-04,1.07E-04,6.09E-05
2133,0,0.004556303,14.1083,53.87277338,0.000153948,1.15E-04,8.66191E-05,5.38E-05,1.14E-04,1.14E-04,1.07E-04,1.07E-04,8.52E-05
2134,0,0.004517251,14.0417,14.53,0.000114129,1.12E-04,7.9481E-05,5.12E-05,1.14E-04,1.14E-04,1.05E-04,1.05E-04,0.00011807
2135,0.000780301,0.00416576,13.5917,14.53,7.8356E-05,0.00E+00,7.34658E-05,4.72E-05,1.14E-04,1.14E-04,1.06E-04,1.06E-04,0.00016407
2136,0.006584758,0.004081145,13.5583,2.33,5.93278E-05,0.00E+00,7.46689E-05,4.18E-05,1.14E-04,1.14E-04,1.05E-04,1.05E-04,0.00024297
2137,0.10380935,0.003898895,13.0083,2.33,5.28382E-05,0.00E+00,7.29445E-05,5.57E-05,1.14E-04,1.14E-04,9.95E-05,9.95E-05,0.00023019
2138,0.163304993,0.003872853,12.4250,2.33,5.11157E-05,0.00E+00,7.3145E-05,6.01E-05,1.14E-04,1.14E-04,9.23E-05,9.23E-05,0.00023444
2139,0.147342755,0.003540893,11.8917,2.32,5.23174E-05,0.00E+00,7.48293E-05,7.23E-05,1.14E-04,1.14E-04,8.71E-05,8.71E-05,0.00024647
2140,0.160402778,0.002187026,11.3417,2.32,5.58026E-05,0.00E+00,8.01227E-05,7.59E-05,1.14E-04,1.14E-04,8.73E-05,8.73E-05,0.00024666
2141,0.192327268,0.00850341,11.5417,2.32,7.08248E-05,1.89E-04,9.45993E-05,7.61E-05,1.14E-04,1.14E-04,8.70E-05,8.70E-05,0.00022238
2142,0.306965219,0.051944838,13.0500,2.32,9.68233E-05,3.63E-04,0.000140195,5.31E-05,1.14E-04,1.14E-04,8.78E-05,8.78E-05,0.00016366
2143,0.349047517,0.117545729,14.8000,2.32,0.000113728,4.07E-04,0.000197419,4.82E-05,1.14E-04,1.14E-04,8.82E-05,8.82E-05,6.80E-05
2144,0.47964772,0.209071177,16.3583,2.3,0.000123222,2.43E-04,0.000212698,1.12E-04,1.14E-04,1.14E-04,8.91E-05,8.91E-05,5.11E-05
2145,0.527534462,0.334210087,17.9833,2.3,0.0001219,1.39E-04,0.000218633,2.12E-04,1.14E-04,1.14E-04,8.95E-05,8.95E-05,5.21E-05
2146,0.45788101,0.404675383,19.5500,1.73,0.000123222,1.43E-04,0.000218874,2.17E-04,1.14E-04,1.14E-04,8.86E-05,8.86E-05,5.15E-05
2147,0.366460877,0.472589391,20.3167,1.73,0.000124224,1.47E-04,0.000200186,2.14E-04,1.14E-04,1.14E-04,8.66E-05,8.66E-05,4.37E-05
2148,0.344694167,0.485867946,20.4917,1.73,0.000122221,1.51E-04,0.000207966,2.11E-04,1.14E-04,1.14E-04,8.39E-05,8.39E-05,3.59E-05
2149,0.333085265,0.465902447,19.1667,1.73,0.000118135,1.53E-04,0.00020965,2.01E-04,1.14E-04,1.14E-04,8.24E-05,8.24E-05,4.70E-05
2150,0.261980706,0.402398503,17.8000,1.73,0.000114209,1.55E-04,0.000199585,1.82E-04,1.14E-04,1.14E-04,8.09E-05,8.09E-05,6.39E-05
2151,0.382423115,0.303116324,15.8917,2.3,0.0001213,1.55E-04,0.000166581,1.43E-04,1.14E-04,1.14E-04,7.80E-05,7.80E-05,7.46E-05
2152,0.523181112,0.180883403,14.6500,2.31,0.00014213,1.54E-04,0.000119462,8.70E-05,1.14E-04,1.14E-04,7.92E-05,7.92E-05,5.88E-05
2153,0.649427978,0.069629868,13.8333,2.32,0.00016236,1.51E-04,9.92911E-05,8.18E-05,1.14E-04,1.14E-04,7.96E-05,7.96E-05,5.44E-05
2154,0.723434766,0.018630272,12.7917,2.32,0.000173056,1.82E-04,0.000100294,7.25E-05,1.14E-04,1.14E-04,8.27E-05,8.27E-05,6.18E-05
2155,0.787283746,0.008930343,12.2500,2.32,0.000181869,2.26E-04,0.000119903,6.52E-05,1.14E-04,1.14E-04,8.64E-05,8.64E-05,6.18E-05
2156,0.816306021,0.00502495,11.5000,2.32,0.000176261,1.90E-04,0.000111041,7.68E-05,1.14E-04,1.14E-04,8.69E-05,8.69E-05,6.09E-05
2157,0.803245998,0.00471251,10.9167,2.32,0.00015527,1.36E-04,8.58973E-05,1.12E-04,1.14E-04,1.14E-04,8.73E-05,8.73E-05,8.52E-05
2158,0.848230511,0.00451074,10.3167,2.31,0.000117334,1.30E-04,7.43481E-05,9.46E-05,1.14E-04,1.14E-04,8.71E-05,8.71E-05,0.00011807
2159,0.874350557,0.00450423,9.4167,2.3,7.91171E-05,0.00E+00,6.8774E-05,7.98E-05,1.14E-04,1.14E-04,8.79E-05,8.79E-05,0.00016407
2160,0.85113274,0.004452156,8.8500,2.31,6.05296E-05,0.00E+00,6.97765E-05,7.49E-05,1.14E-04,1.14E-04,8.81E-05,8.81E-05,0.00024297
2161,0.855486076,0.004217833,8.7917,2.31,5.33189E-05,0.00E+00,7.25836E-05,8.30E-05,1.14E-04,1.14E-04,8.60E-05,8.60E-05,0.00023019
2162,0.794539311,0.00416576,8.2750,2.32,5.14361E-05,0.00E+00,7.118E-05,7.40E-05,1.14E-04,1.14E-04,8.77E-05,8.77E-05,0.00023444
2163,0.832268259,0.003664572,8.4583,2.31,5.22373E-05,0.00E+00,7.14206E-05,8.18E-05,1.14E-04,1.14E-04,9.24E-05,9.24E-05,0.00024647
2164,0.746652569,0.00242135,8.5250,2.32,5.56023E-05,0.00E+00,7.41475E-05,9.28E-05,1.14E-04,1.14E-04,9.49E-05,9.49E-05,0.00024666
2165,0.663939109,0.020223239,9.3417,2.32,7.25073E-05,1.95E-04,8.72607E-05,1.08E-04,1.14E-04,1.14E-04,1.04E-04,1.04E-04,0.00022238
2166,0.610247923,0.1127873,10.7333,2.33,0.000100629,3.76E-04,0.000132615,5.23E-05,1.14E-04,1.14E-04,1.18E-04,1.18E-04,0.00016366
2167,0.365009755,0.239375193,12.0667,2.35,0.00011513,4.24E-04,0.000189239,5.95E-05,1.14E-04,1.14E-04,1.21E-04,1.21E-04,6.80E-05
2168,0.11832048,0.364629132,12.9583,5.01,0.000120138,2.54E-04,0.00020556,1.08E-04,1.14E-04,1.14E-04,1.20E-04,1.20E-04,5.11E-05
2169,0.002231408,0.472994416,13.2167,2.35,0.000119537,1.47E-04,0.0002135,1.83E-04,1.14E-04,1.14E-04,1.17E-04,1.17E-04,5.21E-05
2170,0.012389202,0.543963312,13.5583,2.32,0.000118816,1.52E-04,0.000214021,1.88E-04,1.14E-04,1.14E-04,1.14E-04,1.14E-04,5.15E-05
2171,0.068982631,0.572821266,13.4250,2.31,0.00011513,1.57E-04,0.000197139,2.01E-04,1.14E-04,1.14E-04,1.13E-04,1.13E-04,4.37E-05
2172,0.164756115,0.563177189,13.4167,2.31,0.000118936,1.61E-04,0.000203394,1.98E-04,1.14E-04,1.14E-04,1.09E-04,1.09E-04,3.59E-05
2173,0.154598321,0.513320803,13.3000,2.32,0.00011473,1.65E-04,0.000202833,1.96E-04,1.14E-04,1.14E-04,1.05E-04,1.05E-04,4.70E-05
2174,0.121222709,0.428707485,12.8167,6.8,0.000116012,1.67E-04,0.000192928,1.86E-04,1.14E-04,1.14E-04,1.04E-04,1.04E-04,6.39E-05
2175,0.083493761,0.316741416,12.4750,6.8,0.000124825,1.67E-04,0.000161047,1.74E-04,1.14E-04,1.14E-04,1.05E-04,1.05E-04,7.46E-05
2176,0.041411477,0.187204384,11.8167,8.51,0.000143653,1.65E-04,0.000113688,1.63E-04,1.14E-04,1.14E-04,1.04E-04,1.04E-04,5.88E-05
2177,0.019644781,0.071548937,11.2000,22.58,0.000162761,1.62E-04,9.46795E-05,1.58E-04,1.14E-04,1.14E-04,1.06E-04,1.06E-04,5.44E-05
2178,0.051569271,0.019008305,10.4583,27.3165259,0.000177943,1.94E-04,9.5281E-05,1.45E-04,1.14E-04,1.14E-04,1.08E-04,1.08E-04,6.18E-05
2179,0.116869373,0.009060532,10.0500,53.87277338,0.000177142,2.39E-04,0.000113287,1.41E-04,1.14E-04,1.14E-04,1.08E-04,1.08E-04,6.18E-05
2180,0.270687393,0.00486873,9.6583,22.58,0.000174458,2.00E-04,0.000109437,1.45E-04,1.14E-04,1.14E-04,1.09E-04,1.09E-04,6.09E-05
2181,0.388227572,0.00453026,9.1083,22.57,0.000150743,1.43E-04,8.52556E-05,1.43E-04,1.14E-04,1.14E-04,1.09E-04,1.09E-04,8.52E-05
2182,0.402738703,0.004374053,8.5583,22.57,0.000114009,1.36E-04,7.34257E-05,1.08E-04,1.14E-04,1.14E-04,1.08E-04,1.08E-04,0.00011807
2183,0.385325344,0.004334989,8.2500,22.57,8.07996E-05,0.00E+00,6.8774E-05,8.54E-05,1.14E-04,1.14E-04,1.08E-04,1.08E-04,0.00016407
2184,0.379520886,0.00432849,7.8833,11.93,6.13308E-05,0.00E+00,6.64481E-05,3.41E-05,1.14E-04,1.14E-04,1.03E-04,1.03E-04,0.00024297
2185,0.386776451,0.004302447,7.5000,11.92,5.36394E-05,0.00E+00,6.36009E-05,4.52E-05,1.14E-04,1.14E-04,9.96E-05,9.96E-05,0.00023019
2186,0.41144539,0.004256885,7.0667,11.92,5.10356E-05,0.00E+00,6.40019E-05,3.65E-05,1.14E-04,1.14E-04,9.96E-05,9.96E-05,0.00023444
2187,0.499963294,0.004120197,6.5000,11.92,5.2037E-05,0.00E+00,6.44029E-05,4.56E-05,1.14E-04,1.14E-04,9.79E-05,9.79E-05,0.00024647
2188,0.578323419,0.003280539,6.1333,11.93,5.56023E-05,0.00E+00,6.77714E-05,5.56E-05,1.14E-04,1.14E-04,9.97E-05,9.97E-05,0.00024666
2189,0.601541236,0.018718142,6.2833,11.93,7.10251E-05,1.64E-04,8.26089E-05,7.96E-05,1.14E-04,1.14E-04,1.04E-04,1.04E-04,0.00022238
2190,0.569616746,0.086992788,8.3083,11.95,9.95073E-05,3.16E-04,0.000127643,5.23E-05,1.14E-04,1.14E-04,1.16E-04,1.16E-04,0.00016366
2191,0.482549935,0.192946584,10.2333,11.94,0.000115611,3.48E-04,0.000183344,4.27E-05,1.14E-04,1.14E-04,1.18E-04,1.18E-04,6.80E-05
2192,0.28955186,0.278266401,12.0667,11.93,0.000125426,2.02E-04,0.000200267,7.01E-05,1.14E-04,1.14E-04,1.18E-04,1.18E-04,5.11E-05
2193,0.150244984,0.351676738,13.7083,11.93,0.000125105,1.09E-04,0.000208287,1.58E-04,1.14E-04,1.14E-04,1.17E-04,1.17E-04,5.21E-05
2194,0.144440526,0.345731294,14.5583,11.92,0.000122101,1.11E-04,0.000212257,1.63E-04,1.14E-04,1.14E-04,1.14E-04,1.14E-04,5.15E-05
2195,0.198131726,0.2851669,15.2833,11.92,0.000126908,1.12E-04,0.000199705,1.73E-04,1.14E-04,1.14E-04,1.14E-04,1.14E-04,4.37E-05
2196,0.248920683,0.228769431,15.1583,11.92,0.000123022,1.13E-04,0.000207685,1.70E-04,1.14E-04,1.14E-04,1.13E-04,1.13E-04,3.59E-05
2197,0.351949732,0.215882844,14.9000,11.92,0.000116132,1.13E-04,0.000209771,1.65E-04,1.14E-04,1.14E-04,1.13E-04,1.13E-04,4.70E-05
2198,0.365009755,0.224690329,14.3667,11.93,0.000115211,1.14E-04,0.000197219,1.55E-04,1.14E-04,1.14E-04,1.13E-04,1.13E-04,6.39E-05
2199,0.263431827,0.151295497,13.6083,11.93,0.000118736,1.14E-04,0.000164656,1.43E-04,1.14E-04,1.14E-04,1.11E-04,1.11E-04,7.46E-05
2200,0.106711579,0.073517013,12.5000,50.06,0.000138165,1.13E-04,0.000115612,1.30E-04,1.14E-04,1.14E-04,1.11E-04,1.11E-04,5.88E-05
2201,0.179267245,0.034430985,10.7250,68.63,0.000152746,1.13E-04,9.41983E-05,1.20E-04,1.14E-04,1.14E-04,1.14E-04,1.14E-04,5.44E-05
2202,0.528985569,0.015320839,9.2833,68.64,0.000164644,1.42E-04,9.62033E-05,9.87E-05,1.14E-04,1.14E-04,1.17E-04,1.17E-04,6.18E-05
2203,0.099456013,0.007426767,8.7083,68.64,0.000168369,1.82E-04,0.000116013,9.18E-05,1.14E-04,1.14E-04,1.16E-04,1.16E-04,6.18E-05
2204,0.20393617,0.004673458,8.2083,68.64,0.000164443,1.53E-04,0.000111322,9.17E-05,1.14E-04,1.14E-04,1.16E-04,1.16E-04,6.09E-05
2205,0.193778376,0.004582333,7.7333,68.64,0.000149541,1.09E-04,8.83435E-05,8.23E-05,1.14E-04,1.14E-04,1.16E-04,1.16E-04,8.52E-05
2206,0.306965219,0.004445646,7.4750,68.64,0.000118015,1.07E-04,7.52303E-05,5.24E-05,1.14E-04,1.14E-04,1.07E-04,1.07E-04,0.00011807
2207,0.423054291,0.004400083,7.1583,67.62917933,8.27225E-05,0.00E+00,6.84531E-05,4.03E-05,1.14E-04,1.14E-04,1.03E-04,1.03E-04,0.00016407
2208,0.428858749,0.004380551,7.0083,64.29341667,6.14109E-05,0.00E+00,6.81323E-05,9.41E-05,1.14E-04,1.14E-04,1.00E-04,1.00E-04,0.00024297
2209,0.375167549,0.003007152,6.8833,64.29341667,5.32388E-05,0.00E+00,6.78115E-05,9.26E-05,1.14E-04,1.14E-04,1.01E-04,1.01E-04,0.00023019
2210,0.305514112,0.002115421,6.8917,67.04,5.12358E-05,0.00E+00,6.92151E-05,9.68E-05,1.14E-04,1.14E-04,1.01E-04,1.01E-04,0.00023444
2211,0.17201168,0.001607722,6.7500,66.91,5.11157E-05,0.00E+00,7.12201E-05,1.09E-04,1.14E-04,1.14E-04,1.02E-04,1.02E-04,0.00024647
2212,0.124124938,0.000813627,6.5500,66.91,5.4721E-05,0.00E+00,7.58719E-05,1.29E-04,1.14E-04,1.14E-04,1.04E-04,1.04E-04,0.00024666
2213,0.041411477,0.011064714,6.8000,66.91,7.00237E-05,1.64E-04,8.97069E-05,1.73E-04,1.14E-04,1.14E-04,1.11E-04,1.11E-04,0.00022238
2214,0,0.058655637,7.0667,64.29341667,9.75043E-05,3.16E-04,0.00013057,2.45E-04,1.14E-04,1.14E-04,1.20E-04,1.20E-04,0.00016366
2215,0,0.128224748,7.4250,53.87277338,0.000116613,3.47E-04,0.000180817,2.26E-04,1.14E-04,1.14E-04,1.23E-04,1.23E-04,6.80E-05
2216,0,0.205314364,8.0083,53.87277338,0.000126227,2.02E-04,0.000196898,2.25E-04,1.14E-04,1.14E-04,1.23E-04,1.23E-04,5.11E-05
2217,0,0.262368469,8.7750,46.48,0.000123102,1.09E-04,0.000202913,2.42E-04,1.14E-04,1.14E-04,1.23E-04,1.23E-04,5.21E-05
2218,0.009486987,0.272149958,9.5833,46.47,0.000127228,1.10E-04,0.000204878,2.43E-04,1.14E-04,1.14E-04,1.22E-04,1.22E-04,5.15E-05
2219,0.076238196,0.24930423,10.5417,46.47,0.000127709,1.12E-04,0.000188276,2.44E-04,1.14E-04,1.14E-04,1.20E-04,1.20E-04,4.37E-05
2220,0.048667042,0.27309343,12.0667,46.47,0.000121219,1.12E-04,0.000187795,2.40E-04,1.14E-04,1.14E-04,1.21E-04,1.21E-04,3.59E-05
2221,0.044313706,0.241968742,13.1000,46.47,0.00011513,1.13E-04,0.000182782,2.30E-04,1.14E-04,1.14E-04,1.22E-04,1.22E-04,4.70E-05
2222,0.051569271,0.201128371,13.5833,53.87277338,0.000111725,1.14E-04,0.00016602,2.13E-04,1.14E-04,1.14E-04,1.21E-04,1.21E-04,6.39E-05
2223,0,0.143203968,13.7167,67.05,0.000122101,1.14E-04,0.000137588,1.88E-04,1.14E-04,1.14E-04,1.20E-04,1.20E-04,7.46E-05
2224,0,0.087490377,13.2583,73.77,0.000147058,1.13E-04,0.000104304,1.71E-04,1.14E-04,1.14E-04,1.20E-04,1.20E-04,5.88E-05
2225,0,0.041277035,11.1750,73.78,0.000161759,1.13E-04,8.82632E-05,1.55E-04,1.14E-04,1.14E-04,1.21E-04,1.21E-04,5.44E-05
2226,0,0.01009021,8.7083,73.78,0.000168249,1.42E-04,8.6579E-05,1.44E-04,1.14E-04,1.14E-04,1.21E-04,1.21E-04,6.18E-05
2227,0,0.004146228,7.4917,73.78,0.000167648,1.82E-04,9.97724E-05,1.56E-04,1.14E-04,1.14E-04,1.23E-04,1.23E-04,6.18E-05
2228,0,0.002232589,6.6917,73.78,0.000165765,1.53E-04,9.65241E-05,1.56E-04,1.14E-04,1.14E-04,1.24E-04,1.24E-04,6.09E-05
2229,0,0.001861578,5.9083,73.78,0.000150463,1.09E-04,8.20475E-05,1.53E-04,1.14E-04,1.14E-04,1.24E-04,1.24E-04,8.52E-05
2230,0,0.001497065,5.3583,73.78,0.000121139,1.07E-04,7.33054E-05,1.29E-04,1.14E-04,1.14E-04,1.22E-04,1.22E-04,0.00011807
2231,0,0.00121718,4.6750,73.78,8.76097E-05,0.00E+00,6.55257E-05,1.04E-04,1.14E-04,1.14E-04,1.19E-04,1.19E-04,0.00016407
2232,0,0.000663918,4.2750,67.27,6.60177E-05,0.00E+00,6.56059E-05,9.80E-05,1.14E-04,1.14E-04,1.20E-04,1.20E-04,0.00024297
2233,0,0.000390543,4.3667,67.27,5.73249E-05,0.00E+00,6.47638E-05,9.62E-05,1.14E-04,1.14E-04,1.19E-04,1.19E-04,0.00023019
2234,0,0.000442616,4.1667,67.27,5.31186E-05,0.00E+00,6.5245E-05,1.00E-04,1.14E-04,1.14E-04,1.17E-04,1.17E-04,0.00023444
2235,0,0.000442616,3.8917,67.24,5.21172E-05,0.00E+00,6.67288E-05,1.13E-04,1.14E-04,1.14E-04,1.16E-04,1.16E-04,0.00024647
2236,0,0.000436106,3.7167,67.24,5.37996E-05,0.00E+00,6.57663E-05,1.32E-04,1.14E-04,1.14E-04,1.19E-04,1.19E-04,0.00024666
2237,0,0.011531175,4.3250,67.14,5.96082E-05,1.64E-04,6.63278E-05,1.78E-04,1.14E-04,1.14E-04,1.21E-04,1.21E-04,0.00022238
2238,0,0.049713675,7.6250,60.47,7.74346E-05,3.15E-04,7.02978E-05,2.50E-04,1.14E-04,1.14E-04,1.20E-04,1.20E-04,0.00016366
2239,0,0.08998269,10.2667,53.87277338,0.000111205,3.47E-04,8.47343E-05,2.29E-04,1.14E-04,1.14E-04,1.21E-04,1.21E-04,6.80E-05
2240,0,0.133624427,12.3417,53.87277338,0.000137043,2.02E-04,9.55216E-05,2.28E-04,1.14E-04,1.14E-04,1.20E-04,1.20E-04,5.11E-05
2241,0,0.183718498,13.7583,53.87277338,0.000144454,1.09E-04,0.000101938,2.45E-04,1.14E-04,1.14E-04,1.20E-04,1.20E-04,5.21E-05
